contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage
TRINITY_DN158_c0_g1_i1,205,0.585366,0.1,0.105882,39,2.243266,68,0.046387,0,0.333333,1.0,0.771429,0.230012,0.894491,205,6.00232,5346.16,2.96
TRINITY_DN185_c0_g1_i1,216,0.453704,-0.020408,-0.067797,23,2.07,66,0.045166,0,0.333333,1.0,0.971429,0.311202,0.961066,216,3.00616,2541.17,1.41
TRINITY_DN116_c0_g1_i1,208,0.639423,-0.142857,-0.28,54,2.592798,68,0.047119,0,1.0,1.0,1,0.991066,0.991066,208,2.00743,1762.2,0.97
TRINITY_DN182_c0_g1_i1,315,0.577778,-0.010989,-0.082707,43,1.63587,104,0.072266,0,1.0,1.0,0.996429,0.83123,0.834209,315,4.00488,2321.43,1.28
TRINITY_DN126_c0_g1_i1,278,0.589928,0.04878,-0.035088,32,1.326178,92,0.063477,0,0.75,1.0,0.995918,0.738215,0.988321,278,4.00488,2630.39,1.46
TRINITY_DN166_c0_g1_i1,285,0.585965,-0.077844,0.186441,48,1.974026,95,0.063721,0,1.0,1.0,0.995238,0.982126,0.986825,285,3.00616,1925.94,1.07
TRINITY_DN143_c0_g1_i1,253,0.521739,0.015152,0.041322,35,2.033295,68,0.057861,0,1.0,1.0,0.997143,0.925997,0.92865,253,5.0036,3611.09,2.0
TRINITY_DN127_c0_g1_i1,220,0.490909,0.055556,-0.017857,26,1.967664,73,0.05127,0,1.0,1.0,1,0.98685,0.98685,220,2.00743,1666.08,0.92
TRINITY_DN119_c0_g1_i1,223,0.600897,-0.029851,-0.05618,42,2.088294,74,0.049072,0,1.0,1.0,1,0.98685,0.98685,223,2.00743,1643.66,0.91
TRINITY_DN131_c0_g1_i1,203,0.433498,-0.181818,-0.252174,18,1.951923,61,0.046387,0,1.0,1.0,0.957143,0.911909,0.952741,203,3.00616,2703.91,1.5
TRINITY_DN103_c0_g1_i1,430,0.418605,0.4,0.192,36,2.275132,97,0.090088,0,1.0,1.0,0.971429,0.960126,0.988365,430,5.0036,2124.67,1.18
TRINITY_DN142_c0_g1_i1,253,0.58498,0.094595,0.028571,47,2.191082,39,0.054443,0,1.0,1.0,0.992857,0.95567,0.962545,253,6.00232,4331.87,2.4
TRINITY_DN177_c0_g1_i1,275,0.527273,0.089655,0.215385,41,2.162447,59,0.058838,0,1.0,1.0,0.982857,0.870122,0.885299,275,5.0036,3322.2,1.84
TRINITY_DN162_c0_g1_i1,423,0.468085,0.181818,0.022222,45,2.008547,51,0.093018,0,1.0,1.0,0.953846,0.945411,0.991157,423,7.00105,3022.03,1.67
TRINITY_DN138_c0_g1_i1,210,0.42381,0.235955,0.322314,21,2.358289,34,0.04834,0,0.666667,1.0,1,0.632183,0.948275,210,3.00616,2613.78,1.45
TRINITY_DN101_c0_g1_i1,284,0.566901,0.068323,0.089431,56,2.465736,94,0.063232,0,1.0,1.0,0.985714,0.919201,0.932523,284,4.00488,2574.82,1.42
TRINITY_DN189_c0_g1_i1,202,0.420792,0.058824,0.025641,19,2.132222,42,0.047119,0,1.0,1.0,0.992857,0.975502,0.98252,202,2.00743,1814.54,1.0
TRINITY_DN190_c0_g1_i1,256,0.640625,0.0,-0.086957,54,2.055919,84,0.054199,0,1.0,1.0,0.997143,0.969557,0.972335,256,5.0036,3568.77,1.97
TRINITY_DN135_c0_g1_i1,316,0.572785,-0.082873,-0.007407,53,2.059012,105,0.068604,0,1.0,1.0,1,0.925888,0.925888,316,6.00232,3468.24,1.92
TRINITY_DN161_c0_g1_i1,413,0.571429,-0.008475,0.107345,72,2.135747,137,0.090576,0,0.777778,1.0,1,0.734319,0.944124,413,8.99849,3978.29,2.2
TRINITY_DN134_c0_g1_i1,278,0.604317,0.047619,-0.2,51,2.01392,92,0.062256,0,0.833333,1.0,0.987013,0.783465,0.952529,278,6.00232,3942.31,2.18
TRINITY_DN112_c0_g1_i1,227,0.54185,-0.138211,0.019231,19,1.162534,75,0.049561,0,1.0,1.0,1,0.986619,0.986619,227,2.00743,1614.7,0.89
TRINITY_DN183_c0_g1_i1,393,0.541985,0.14554,0.066667,64,2.265538,91,0.088623,0,0.8,1.0,0.957143,0.737793,0.963535,393,9.99722,4644.76,2.57
TRINITY_DN130_c0_g1_i1,239,0.67364,-0.031056,0.0,63,2.325765,79,0.051758,0,1.0,1.0,1,0.96913,0.96913,239,3.00616,2296.62,1.27
TRINITY_DN194_c0_g1_i1,309,0.462783,-0.146853,0.060241,35,2.162135,102,0.07251,0,0.666667,1.0,0.905714,0.5652,0.936057,309,6.00232,3546.8,1.96
TRINITY_DN156_c0_g1_i1,234,0.666667,0.038462,-0.179487,51,1.964444,77,0.053711,0,1.0,1.0,0.995238,0.973518,0.978176,234,3.00616,2345.7,1.3
TRINITY_DN198_c0_g1_i1,217,0.589862,0.140625,0.235955,38,2.053798,71,0.048584,0,0.333333,1.0,0.992857,0.328583,0.99284,217,3.00616,2529.46,1.4
TRINITY_DN173_c0_g1_i1,351,0.621083,-0.155963,-0.067669,60,1.81677,116,0.077148,0,0.875,1.0,0.996429,0.774707,0.888553,351,7.99977,4161.47,2.3
TRINITY_DN176_c0_g1_i1,217,0.686636,-0.100671,-0.235294,62,2.448853,72,0.045166,0,1.0,1.0,0.942857,0.881215,0.934622,217,3.00616,2529.46,1.4
TRINITY_DN170_c0_g1_i1,221,0.425339,-0.106383,-0.007874,20,2.02381,73,0.052002,0,1.0,1.0,1,0.79381,0.79381,221,3.00616,2483.68,1.37
TRINITY_DN191_c0_g1_i1,210,0.485714,0.039216,0.092593,25,2.021563,69,0.047852,0,0.333333,1.0,0.992857,0.307617,0.929489,210,3.00616,2613.78,1.45
TRINITY_DN105_c0_g1_i1,334,0.5,-0.137725,0.017964,49,2.39269,39,0.078125,0,0.857143,1.0,0.959184,0.752925,0.915791,334,7.00105,3827.3,2.12
TRINITY_DN139_c0_g1_i1,273,0.443223,-0.355372,-0.105263,25,2.134146,35,0.060303,0,1.0,1.0,0.991071,0.931879,0.940275,273,7.99977,5350.46,2.96
TRINITY_DN178_c0_g1_i1,435,0.622989,-0.084871,0.012195,83,1.980744,145,0.09375,0,1.0,1.0,0.991837,0.945528,0.95331,435,7.00105,2938.66,1.63
TRINITY_DN157_c0_g1_i1,203,0.546798,0.171171,-0.173913,24,1.629431,67,0.045898,0,1.0,1.0,1,0.991986,0.991986,203,2.00743,1805.6,1.0
TRINITY_DN136_c0_g1_i1,384,0.533854,-0.131707,0.083799,43,1.59938,127,0.087402,0,1.0,1.0,0.945238,0.916676,0.969783,384,6.00232,2854.07,1.58
TRINITY_DN174_c0_g1_i1,295,0.518644,0.058824,0.014085,41,2.073903,37,0.068115,0,1.0,1.0,0.996429,0.978474,0.981981,295,4.00488,2478.81,1.37
TRINITY_DN102_c0_g1_i1,217,0.552995,0.0,0.134021,27,1.6275,71,0.049072,0,0.6,1.0,1,0.593246,0.988743,217,5.0036,4210.17,2.33
TRINITY_DN164_c0_g1_i1,306,0.473856,0.117241,0.130435,37,2.184028,98,0.069092,0,0.833333,1.0,0.992857,0.810035,0.979035,306,6.00232,3581.58,1.98
TRINITY_DN155_c0_g1_i1,341,0.624633,-0.173709,0.171875,58,1.798,113,0.078369,0,1.0,1.0,0.992857,0.965188,0.972132,341,4.00488,2144.43,1.19
TRINITY_DN175_c0_g1_i1,221,0.58371,-0.069767,0.173913,45,2.402174,73,0.050293,0,1.0,1.0,0.985714,0.976378,0.990529,221,2.00743,1658.54,0.92
TRINITY_DN192_c0_g1_i1,209,0.5311,0.099099,-0.142857,24,1.64459,69,0.048828,0,1.0,1.0,1,0.990995,0.990995,209,2.00743,1753.76,0.97
TRINITY_DN163_c0_g1_i1,292,0.59589,0.034483,0.084746,56,2.162963,97,0.0625,0,0.75,1.0,0.869388,0.583829,0.895387,292,4.00488,2504.28,1.39
TRINITY_DN181_c0_g1_i1,338,0.310651,0.371429,-0.253219,11,1.564815,112,0.064453,0,0.857143,1.0,0.949451,0.782611,0.961657,338,7.00105,3782.01,2.09
TRINITY_DN160_c0_g1_i1,274,0.543796,0.060403,0.136,33,1.635081,91,0.063965,0,1.0,1.0,1,0.98067,0.98067,274,3.00616,2003.26,1.11
TRINITY_DN122_c0_g1_i1,214,0.588785,0.031746,0.136364,40,2.15889,71,0.047852,0,1.0,1.0,1,0.975993,0.975993,214,2.00743,1712.79,0.95
TRINITY_DN153_c0_g1_i1,236,0.419492,-0.010101,0.065693,24,2.311837,63,0.054199,0,1.0,1.0,0.997143,0.887017,0.889558,236,5.0036,3871.21,2.14
TRINITY_DN98_c0_g1_i1,312,0.573718,-0.106145,0.142857,53,2.087879,104,0.071289,0,0.833333,1.0,1,0.783502,0.940202,312,6.00232,3512.7,1.94
TRINITY_DN10_c0_g1_i1,239,0.464435,-0.189189,-0.109375,35,2.816498,79,0.051514,0,1.0,1.0,0.983673,0.897106,0.911996,239,7.00105,5348.62,2.96
TRINITY_DN22_c0_g1_i1,455,0.586813,0.026217,-0.148936,51,1.30292,151,0.054443,0,0.444444,0.995604,0.892272,0.35152,0.890326,455,35.964,14432.2,7.98
TRINITY_DN47_c0_g1_i1,662,0.581571,0.028571,0.148014,104,1.85945,220,0.132813,1,0.909091,1.0,0.993197,0.877604,0.971977,662,10.5907,2921.08,1.62
TRINITY_DN92_c0_g1_i1,234,0.397436,-0.010753,0.205674,14,1.515264,42,0.053711,0,1.0,1.0,1,0.947067,0.947067,234,3.00616,2345.7,1.3
TRINITY_DN68_c0_g1_i1,208,0.533654,-0.153153,-0.154639,32,2.212766,57,0.047119,0,0.666667,1.0,0.891429,0.57797,0.972546,208,3.00616,2638.91,1.46
TRINITY_DN34_c0_g1_i1,243,0.485597,0.050847,0.184,32,2.239631,80,0.054688,0,0.5,1.0,0.865306,0.382563,0.884227,243,4.00488,3009.26,1.66
TRINITY_DN76_c0_g1_i1,237,0.654008,-0.070968,0.195122,52,2.062249,79,0.051514,0,1.0,1.0,1,0.934296,0.934296,237,3.00616,2316.0,1.28
TRINITY_DN73_c0_g1_i1,228,0.675439,0.103896,0.432432,61,2.371355,75,0.046875,0,0.666667,1.0,0.994286,0.640441,0.966183,228,3.00616,2407.43,1.33
TRINITY_DN89_c0_g1_i1,294,0.469388,0.057971,0.128205,37,2.292518,97,0.066406,0,1.0,1.0,0.989286,0.660896,0.668054,294,7.99977,4968.28,2.75
TRINITY_DN79_c0_g1_i1,293,0.627986,0.141304,0.376147,64,2.260639,97,0.059326,0,1.0,1.0,0.990476,0.975852,0.985235,293,3.00616,1873.36,1.04
TRINITY_DN28_c0_g1_i1,262,0.652672,-0.099415,0.230769,56,2.027079,87,0.056885,0,1.0,1.0,0.990476,0.916287,0.925098,262,6.00232,4183.06,2.31
TRINITY_DN57_c0_g1_i1,328,0.518293,0.035294,-0.037975,44,2.0,109,0.069092,0,0,0.530488,1,0.01,0.997314,328,0.0,0.0,0.0
TRINITY_DN57_c0_g2_i1,328,0.52439,0.034884,-0.012821,42,1.864898,109,0.069092,3,0.5,0.920732,0.935065,0.416936,0.968555,328,10.2165,5687.31,3.15
TRINITY_DN72_c0_g1_i1,205,0.57561,0.067797,-0.103448,36,2.12987,68,0.046875,0,1.0,1.0,1,0.92655,0.92655,205,2.00743,1787.98,0.99
TRINITY_DN77_c0_g1_i1,215,0.404651,-0.287356,0.09375,22,2.724654,71,0.048584,0,0.666667,1.0,0.845714,0.547912,0.971804,215,3.00616,2552.99,1.41
TRINITY_DN2_c0_g1_i1,365,0.50137,0.180328,-0.032967,43,1.937654,121,0.080566,0,1.0,1.0,0.994805,0.906953,0.911689,365,10.9959,5500.67,3.04
TRINITY_DN25_c0_g1_i1,1475,0.31661,-0.353319,0.265873,58,1.7929,115,0.219238,0,0.871345,1.0,0.980811,0.832778,0.974437,1475,170.792,21142.2,11.69
TRINITY_DN84_c0_g1_i1,295,0.583051,0.023256,0.00813,47,1.875676,98,0.068115,0,1.0,1.0,0.992857,0.953559,0.960419,295,4.00488,2478.81,1.37
TRINITY_DN23_c0_g1_i1,525,0.544762,0.076923,-0.020921,77,1.988636,129,0.114746,0,0.830189,1.0,0.940638,0.675016,0.8644,525,52.9423,18412.8,10.19
TRINITY_DN83_c0_g1_i1,515,0.607767,-0.13738,-0.475248,129,2.764669,171,0.036133,0,0.666667,0.776699,0.802597,0.387379,0.93213,515,6.00232,2128.08,1.18
TRINITY_DN41_c0_g1_i1,204,0.573529,0.128205,-0.126437,26,1.575758,68,0.043701,0,0.5,1.0,0.995918,0.444969,0.893585,204,4.00488,3584.56,1.98
TRINITY_DN82_c0_g1_i1,228,0.530702,0.024793,0.009346,27,1.682887,76,0.052246,0,1.0,1.0,1,0.965799,0.965799,228,3.00616,2407.43,1.33
TRINITY_DN4_c0_g1_i1,295,0.586441,-0.121387,-0.016393,46,1.840749,97,0.068359,0,0.833333,1.0,0.92619,0.670561,0.868799,295,6.00232,3715.13,2.06
TRINITY_DN66_c0_g1_i1,655,0.2,0.374046,0.030534,15,2.662602,21,0.100586,0,0.909091,1.0,0.993355,0.822277,0.910555,655,43.9538,12252.7,6.78
TRINITY_DN59_c0_g1_i1,204,0.607843,-0.080645,0.075,36,1.923016,68,0.046143,0,1.0,1.0,1,0.969499,0.969499,204,2.00743,1796.75,0.99
TRINITY_DN26_c0_g1_i1,416,0.564904,-0.140426,-0.149171,59,1.813507,138,0.059814,0,0,0.274038,0.857143,0.01,0.99644,416,0.0,0.0,0.0
TRINITY_DN26_c0_g2_i1,272,0.558824,-0.223684,-0.1,32,1.586295,90,0.048584,12,0.0,0.970588,0.915271,0.01,0.79533,272,28.3461,19028.3,10.53
TRINITY_DN26_c0_g1_i2,286,0.541958,-0.16129,-0.068702,35,1.711111,94,0.043945,5,0.0,0.947552,0.895238,0.01,0.958239,286,8.91646,5692.49,3.15
TRINITY_DN26_c0_g1_i3,388,0.556701,-0.157407,-0.162791,51,1.739604,128,0.054932,0,0,0.458763,0.914286,0.01,0.997314,388,2.55756,1203.57,0.67
TRINITY_DN26_c0_g1_i4,698,0.547278,-0.125654,-0.050633,92,1.788497,232,0.084717,11,0.55814,0.968481,0.892943,0.420145,0.870445,698,49.5868,12971.4,7.18
TRINITY_DN26_c0_g1_i5,265,0.554717,-0.170068,-0.050847,35,1.768014,87,0.047852,0,0,0.381132,1,0.01,0.997424,265,0.0,0.0,0.0
TRINITY_DN26_c0_g1_i6,201,0.58209,-0.179487,-0.142857,28,1.699275,67,0.039307,3,0.25,0.810945,0.96,0.177145,0.91018,201,12.6442,11486.0,6.35
TRINITY_DN26_c0_g2_i2,363,0.545455,-0.171717,-0.139394,41,1.564655,121,0.046143,0,0,0.280992,0.9,0.01,0.996564,363,0.0,0.0,0.0
TRINITY_DN26_c0_g1_i7,448,0.5625,-0.15873,-0.091837,61,1.765831,148,0.058594,6,0.25,0.790179,0.898901,0.173935,0.979512,448,13.8195,5632.37,3.12
TRINITY_DN26_c0_g1_i8,244,0.54918,-0.119403,-0.145455,31,1.709379,80,0.040771,0,0,0.0,1,0.01,0.997424,244,0.0,0.0,0.0
TRINITY_DN26_c0_g2_i3,344,0.540698,-0.182796,-0.063291,36,1.48134,114,0.052734,5,0.285714,0.877907,0.888095,0.197759,0.887762,344,9.71409,5156.08,2.85
TRINITY_DN26_c0_g3_i1,360,0.508333,-0.245902,-0.062147,43,1.967963,120,0.073242,0,0.857143,0.947222,0.980357,0.775386,0.974156,360,8.10475,4110.68,2.27
TRINITY_DN74_c0_g1_i1,205,0.439024,-0.244444,0.078261,21,2.261029,28,0.047119,0,1.0,1.0,0.971429,0.93622,0.963755,205,4.00488,3567.07,1.97
TRINITY_DN50_c0_g1_i1,217,0.552995,-0.15,-0.42268,37,2.281614,72,0.046387,0,1.0,1.0,1,0.990995,0.990995,217,2.00743,1689.11,0.93
TRINITY_DN81_c0_g1_i1,225,0.644444,-0.103448,-0.2,37,1.600962,72,0.050049,0,1.0,1.0,0.971429,0.959364,0.98758,225,3.00616,2439.52,1.35
TRINITY_DN32_c0_g1_i1,625,0.6128,0.044386,0.157025,119,2.032104,208,0.131592,0,1.0,1.0,0.988889,0.922527,0.932892,625,8.99849,2628.85,1.45
TRINITY_DN35_c0_g1_i1,279,0.659498,-0.032609,0.221053,61,2.012892,92,0.060547,0,0.75,1.0,1,0.72632,0.968426,279,4.00488,2620.97,1.45
TRINITY_DN69_c0_g1_i1,232,0.538793,0.136,-0.17757,39,2.359937,51,0.053467,0,0.666667,1.0,1,0.65497,0.982455,232,3.00616,2365.92,1.31
TRINITY_DN62_c0_g1_i1,366,0.571038,0.062201,-0.019108,51,1.71594,122,0.082275,1,0.666667,1.0,0.994286,0.651089,0.982246,366,5.28718,2637.67,1.46
TRINITY_DN51_c0_g1_i1,276,0.25,0.507246,-0.256039,6,1.873303,27,0.05127,0,0.875,1.0,0.958929,0.528742,0.630158,276,7.99977,5292.3,2.93
TRINITY_DN65_c0_g1_i1,222,0.617117,0.153285,0.411765,44,2.13182,73,0.046875,0,1.0,1.0,1,0.993877,0.993877,222,2.00743,1651.07,0.91
TRINITY_DN18_c0_g1_i1,930,0.639785,-0.119328,0.086567,179,1.908053,309,0.175049,0,0.90625,1.0,0.952225,0.813052,0.942173,930,31.9691,6276.59,3.47
TRINITY_DN93_c0_g1_i1,231,0.562771,-0.107692,-0.168317,39,2.157328,76,0.052246,0,1.0,1.0,1,0.978245,0.978245,231,3.00616,2376.16,1.31
TRINITY_DN11_c0_g1_i1,1067,0.578257,-0.030794,-0.004444,147,1.649618,355,0.101807,0,0.891892,0.75164,0.976258,0.40971,0.626022,1067,36.9627,6325.22,3.5
TRINITY_DN52_c0_g1_i1,211,0.635071,0.0,0.246753,48,2.256182,70,0.043945,0,1.0,1.0,1,0.975057,0.975057,211,2.55438,2210.44,1.22
TRINITY_DN45_c0_g1_i1,219,0.557078,0.04918,0.092784,25,1.474946,72,0.049072,0,0.666667,1.0,0.988571,0.478217,0.725619,219,3.00616,2506.36,1.39
