name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TRINITY_DN168_c0_g1_i1,1,0,229,3,3,3,3,0,0.969301
TRINITY_DN146_c0_g1_i1,0.944218,7,566,24,23,23,15,4,0.942036
TRINITY_DN146_c0_g2_i1,1,0,565,0,0,0,0,565,0.997424
TRINITY_DN121_c0_g1_i1,0.974603,0,372,5,4,4,4,0,0.97167
TRINITY_DN148_c0_g1_i1,0.947619,0,261,3,3,3,2,0,0.986433
TRINITY_DN171_c0_g1_i1,0.991209,0,281,7,6,6,6,0,0.801293
TRINITY_DN124_c0_g1_i1,0.989413,0,1560,101,96,96,91,0,0.922189
TRINITY_DN111_c0_g1_i1,1,0,241,4,4,4,4,0,0.969859
TRINITY_DN104_c0_g1_i1,0.980952,0,235,3,3,3,3,0,0.947373
TRINITY_DN113_c0_g1_i1,1,0,227,3,2,2,2,0,0.98943
TRINITY_DN158_c0_g1_i1,0.771429,0,205,6,4,4,2,0,0.894491
TRINITY_DN185_c0_g1_i1,0.971429,0,216,3,2,2,1,0,0.961066
TRINITY_DN116_c0_g1_i1,1,0,208,2,2,2,2,0,0.991066
TRINITY_DN182_c0_g1_i1,0.996429,0,315,4,4,4,4,0,0.834209
TRINITY_DN126_c0_g1_i1,0.995918,0,278,4,3,3,3,0,0.988321
TRINITY_DN166_c0_g1_i1,0.995238,0,285,3,3,3,3,0,0.986825
TRINITY_DN143_c0_g1_i1,0.997143,0,253,5,5,5,5,0,0.92865
TRINITY_DN127_c0_g1_i1,1,0,220,2,2,2,2,0,0.98685
TRINITY_DN119_c0_g1_i1,1,0,223,2,2,2,2,0,0.98685
TRINITY_DN131_c0_g1_i1,0.957143,0,203,3,3,3,3,0,0.952741
TRINITY_DN103_c0_g1_i1,0.971429,0,430,5,5,5,5,0,0.988365
TRINITY_DN142_c0_g1_i1,0.992857,0,253,6,6,6,6,0,0.962545
TRINITY_DN177_c0_g1_i1,0.982857,0,275,5,5,5,5,0,0.885299
TRINITY_DN162_c0_g1_i1,0.953846,0,423,6,6,6,6,0,0.991157
TRINITY_DN138_c0_g1_i1,1,0,210,3,2,2,2,0,0.948275
TRINITY_DN101_c0_g1_i1,0.985714,0,284,4,4,4,4,0,0.932523
TRINITY_DN189_c0_g1_i1,0.992857,0,202,2,2,2,2,0,0.98252
TRINITY_DN190_c0_g1_i1,0.997143,0,256,5,5,5,5,0,0.972335
TRINITY_DN135_c0_g1_i1,1,0,316,6,6,6,6,0,0.925888
TRINITY_DN161_c0_g1_i1,1,0,413,9,7,7,7,0,0.944124
TRINITY_DN134_c0_g1_i1,0.987013,0,278,6,5,5,5,0,0.952529
TRINITY_DN112_c0_g1_i1,1,0,227,2,2,2,2,0,0.986619
TRINITY_DN183_c0_g1_i1,0.957143,0,393,10,10,10,8,0,0.963535
TRINITY_DN130_c0_g1_i1,1,0,239,3,3,3,3,0,0.96913
TRINITY_DN194_c0_g1_i1,0.905714,0,309,6,5,4,4,0,0.936057
TRINITY_DN156_c0_g1_i1,0.995238,0,234,3,3,3,3,0,0.978176
TRINITY_DN198_c0_g1_i1,0.992857,0,217,3,1,1,1,0,0.99284
TRINITY_DN173_c0_g1_i1,0.996429,0,351,8,8,8,7,0,0.888553
TRINITY_DN176_c0_g1_i1,0.942857,0,217,3,3,3,3,0,0.934622
TRINITY_DN170_c0_g1_i1,1,0,221,3,3,3,3,0,0.79381
TRINITY_DN191_c0_g1_i1,0.992857,0,210,3,1,1,1,0,0.929489
TRINITY_DN105_c0_g1_i1,0.959184,0,334,7,7,7,6,0,0.915791
TRINITY_DN139_c0_g1_i1,0.991071,0,273,8,8,8,8,0,0.940275
TRINITY_DN178_c0_g1_i1,0.991837,0,435,7,7,7,7,0,0.95331
TRINITY_DN157_c0_g1_i1,1,0,203,2,2,2,2,0,0.991986
TRINITY_DN136_c0_g1_i1,0.945238,0,384,6,6,6,6,0,0.969783
TRINITY_DN174_c0_g1_i1,0.996429,0,295,4,4,4,4,0,0.981981
TRINITY_DN102_c0_g1_i1,1,0,217,5,3,3,3,0,0.988743
TRINITY_DN164_c0_g1_i1,0.992857,0,306,6,6,6,5,0,0.979035
TRINITY_DN155_c0_g1_i1,0.992857,0,341,4,4,4,4,0,0.972132
TRINITY_DN175_c0_g1_i1,0.985714,0,221,2,2,2,2,0,0.990529
TRINITY_DN192_c0_g1_i1,1,0,209,2,2,2,2,0,0.990995
TRINITY_DN163_c0_g1_i1,0.869388,0,292,4,3,3,3,0,0.895387
TRINITY_DN181_c0_g1_i1,0.949451,0,338,7,7,6,6,0,0.961657
TRINITY_DN160_c0_g1_i1,1,0,274,3,3,3,3,0,0.98067
TRINITY_DN122_c0_g1_i1,1,0,214,2,2,2,2,0,0.975993
TRINITY_DN153_c0_g1_i1,0.997143,0,236,5,5,5,5,0,0.889558
TRINITY_DN98_c0_g1_i1,1,0,312,6,5,5,5,0,0.940202
TRINITY_DN10_c0_g1_i1,0.983673,0,239,7,7,7,7,0,0.911996
TRINITY_DN22_c0_g1_i1,0.892272,0,455,36,25,25,16,2,0.890326
TRINITY_DN47_c0_g1_i1,0.993197,1,662,11,11,10,10,0,0.971977
TRINITY_DN92_c0_g1_i1,1,0,234,3,3,3,3,0,0.947067
TRINITY_DN68_c0_g1_i1,0.891429,0,208,3,2,2,2,0,0.972546
TRINITY_DN34_c0_g1_i1,0.865306,0,243,4,3,3,2,0,0.884227
TRINITY_DN76_c0_g1_i1,1,0,237,3,3,3,3,0,0.934296
TRINITY_DN73_c0_g1_i1,0.994286,0,228,3,2,2,2,0,0.966183
TRINITY_DN89_c0_g1_i1,0.989286,0,294,8,8,8,8,0,0.668054
TRINITY_DN79_c0_g1_i1,0.990476,0,293,3,3,3,3,0,0.985235
TRINITY_DN28_c0_g1_i1,0.990476,0,262,6,6,6,6,0,0.925098
TRINITY_DN57_c0_g1_i1,1,0,328,0,0,0,0,154,0.997314
TRINITY_DN57_c0_g2_i1,0.935065,3,328,6,6,6,3,26,0.968555
TRINITY_DN72_c0_g1_i1,1,0,205,2,2,2,2,0,0.92655
TRINITY_DN77_c0_g1_i1,0.845714,0,215,3,2,2,2,0,0.971804
TRINITY_DN2_c0_g1_i1,0.994805,0,365,11,11,11,11,0,0.911689
TRINITY_DN25_c0_g1_i1,0.980811,0,1475,171,168,167,149,0,0.974437
TRINITY_DN84_c0_g1_i1,0.992857,0,295,4,4,4,4,0,0.960419
TRINITY_DN23_c0_g1_i1,0.940638,0,525,53,50,50,44,0,0.8644
TRINITY_DN83_c0_g1_i1,0.802597,0,515,6,5,5,4,115,0.93213
TRINITY_DN41_c0_g1_i1,0.995918,0,204,4,3,3,2,0,0.893585
TRINITY_DN82_c0_g1_i1,1,0,228,3,3,3,3,0,0.965799
TRINITY_DN4_c0_g1_i1,0.92619,0,295,6,6,6,5,0,0.868799
TRINITY_DN66_c0_g1_i1,0.993355,0,655,44,42,42,40,0,0.910555
TRINITY_DN59_c0_g1_i1,1,0,204,2,2,2,2,0,0.969499
TRINITY_DN26_c0_g1_i1,0.857143,0,416,1,1,1,1,302,0.99644
TRINITY_DN26_c0_g2_i1,0.915271,12,272,12,12,12,0,8,0.79533
TRINITY_DN26_c0_g1_i2,0.895238,5,286,5,5,5,0,15,0.958239
TRINITY_DN26_c0_g1_i3,0.914286,0,388,1,1,1,1,210,0.997314
TRINITY_DN26_c0_g1_i4,0.892943,11,698,43,42,41,24,22,0.870445
TRINITY_DN26_c0_g1_i5,1,0,265,0,0,0,0,164,0.997424
TRINITY_DN26_c0_g1_i6,0.96,3,201,4,4,4,1,38,0.91018
TRINITY_DN26_c0_g2_i2,0.9,0,363,0,0,0,0,261,0.996564
TRINITY_DN26_c0_g1_i7,0.898901,6,448,8,8,8,2,94,0.979512
TRINITY_DN26_c0_g1_i8,1,0,244,0,0,0,0,244,0.997424
TRINITY_DN26_c0_g2_i3,0.888095,5,344,7,7,7,2,42,0.887762
TRINITY_DN26_c0_g3_i1,0.980357,0,360,7,7,7,6,19,0.974156
TRINITY_DN74_c0_g1_i1,0.971429,0,205,4,4,4,4,0,0.963755
TRINITY_DN50_c0_g1_i1,1,0,217,2,2,2,2,0,0.990995
TRINITY_DN81_c0_g1_i1,0.971429,0,225,3,3,3,3,0,0.98758
TRINITY_DN32_c0_g1_i1,0.988889,0,625,9,9,9,9,0,0.932892
TRINITY_DN35_c0_g1_i1,1,0,279,4,4,4,3,0,0.968426
TRINITY_DN69_c0_g1_i1,1,0,232,3,2,2,2,0,0.982455
TRINITY_DN62_c0_g1_i1,0.994286,1,366,6,6,4,4,0,0.982246
TRINITY_DN51_c0_g1_i1,0.958929,0,276,8,8,8,7,0,0.630158
TRINITY_DN65_c0_g1_i1,1,0,222,2,2,2,2,0,0.993877
TRINITY_DN18_c0_g1_i1,0.952225,0,930,32,31,29,29,0,0.942173
TRINITY_DN93_c0_g1_i1,1,0,231,3,3,3,3,0,0.978245
TRINITY_DN11_c0_g1_i1,0.976258,0,1067,37,35,34,33,265,0.626022
TRINITY_DN52_c0_g1_i1,1,0,211,2,2,2,2,0,0.975057
TRINITY_DN45_c0_g1_i1,0.988571,0,219,3,2,2,2,0,0.725619
TRINITY_DN49_c0_g1_i1,1,0,259,3,3,3,3,0,0.980004
TRINITY_DN13_c0_g1_i1,0.984127,0,585,14,13,13,10,0,0.931558
TRINITY_DN94_c0_g1_i1,1,0,311,6,6,6,6,0,0.957933
TRINITY_DN0_c0_g1_i1,0.990476,1,309,1,1,1,0,102,0.996358
TRINITY_DN0_c0_g2_i1,0.971429,3,338,4,4,4,1,33,0.989807
TRINITY_DN33_c0_g1_i1,0.998214,0,438,8,8,8,8,0,0.915951
TRINITY_DN55_c0_g1_i1,0.985714,0,246,3,3,3,3,0,0.978215
TRINITY_DN16_c0_g1_i1,1,0,380,0,0,0,0,380,0.997424
TRINITY_DN16_c0_g2_i1,0.9375,7,380,7,7,7,0,32,0.971997
TRINITY_DN16_c0_g3_i1,1,0,380,0,0,0,0,380,0.997424
TRINITY_DN80_c0_g1_i1,1,0,444,9,9,9,8,0,0.912454
TRINITY_DN40_c0_g1_i1,0.985714,0,259,3,3,3,3,41,0.983665
TRINITY_DN86_c0_g1_i1,1,0,204,2,2,2,2,0,0.993146
TRINITY_DN78_c0_g1_i1,0.996429,0,410,9,7,7,7,0,0.967816
TRINITY_DN31_c0_g1_i1,0.989796,0,372,7,7,7,7,0,0.977128
TRINITY_DN15_c0_g1_i1,0.910714,0,507,8,8,8,7,0,0.988107
TRINITY_DN64_c0_g1_i1,0.933333,0,478,12,9,9,8,0,0.891182
TRINITY_DN96_c0_g1_i1,1,0,313,6,6,6,5,0,0.945623
TRINITY_DN53_c0_g1_i1,0.937143,0,275,6,4,4,4,0,0.932473
TRINITY_DN42_c0_g1_i1,0.989163,0,601,15,15,14,13,0,0.956305
TRINITY_DN6_c0_g1_i1,0.997403,0,303,6,5,5,5,0,0.9358
TRINITY_DN6_c1_g1_i1,0.985714,0,238,3,3,3,3,0,0.862807
TRINITY_DN60_c0_g1_i1,0.99,0,296,11,9,9,7,0,0.934887
TRINITY_DN3_c0_g1_i1,0.994981,0,818,37,37,37,36,0,0.707932
TRINITY_DN8_c0_g1_i1,0.827603,0,522,30,24,24,24,0,0.86549
TRINITY_DN1_c0_g1_i1,1,0,244,5,3,2,2,0,0.719162
TRINITY_DN75_c0_g1_i1,0.966667,0,350,6,6,6,6,0,0.956693
TRINITY_DN36_c0_g1_i1,0.995238,0,292,3,3,3,3,2,0.937517
TRINITY_DN43_c0_g1_i1,1,0,262,3,3,3,3,0,0.970936
TRINITY_DN46_c0_g1_i1,1,0,281,3,3,3,3,0,0.982429
TRINITY_DN30_c0_g1_i1,1,0,220,2,2,2,2,0,0.987647
TRINITY_DN48_c0_g1_i1,1,0,219,2,2,2,2,0,0.980703
TRINITY_DN9_c0_g1_i1,0.966667,0,283,6,6,6,6,0,0.821868
TRINITY_DN29_c0_g1_i1,1,0,326,5,5,5,5,0,0.959137
TRINITY_DN90_c0_g1_i1,1,0,226,2,2,2,2,0,0.985732
TRINITY_DN70_c0_g1_i1,1,0,224,2,2,2,2,0,0.985059
TRINITY_DN71_c0_g1_i1,0.985714,0,203,2,2,2,2,0,0.98252
TRINITY_DN27_c0_g1_i1,0.987755,0,406,7,7,7,7,0,0.913973
TRINITY_DN37_c0_g1_i1,0.995918,0,558,7,7,7,6,0,0.987639
TRINITY_DN85_c0_g1_i1,0.979592,0,299,4,3,3,3,0,0.988289
TRINITY_DN21_c0_g1_i1,0.9625,0,418,40,40,40,40,0,0.2532
TRINITY_DN14_c0_g1_i1,0.97672,0,430,14,13,13,13,10,0.961924
TRINITY_DN54_c0_g1_i1,0.98254,0,756,18,18,18,15,0,0.943326
TRINITY_DN97_c0_g1_i1,0.992857,0,275,4,4,4,4,0,0.971148
TRINITY_DN91_c0_g1_i1,0.974026,0,303,6,5,5,4,0,0.986401
TRINITY_DN44_c0_g1_i1,0.992857,0,217,2,2,2,2,0,0.989861
TRINITY_DN38_c0_g1_i1,0.971429,0,217,3,3,3,3,0,0.82611
TRINITY_DN20_c0_g1_i1,0.962162,0,992,36,36,36,36,0,0.952197
TRINITY_DN20_c0_g2_i1,1,0,448,1,1,1,1,331,0.996646
TRINITY_DN24_c0_g1_i1,0.953383,1,743,56,56,55,54,0,0.952512
TRINITY_DN87_c0_g1_i1,0.97619,0,268,3,3,3,3,0,0.973504
TRINITY_DN99_c0_g1_i1,1,0,201,2,2,2,2,0,0.943039
TRINITY_DN61_c0_g1_i1,0.955102,0,315,4,3,3,3,0,0.983385
TRINITY_DN58_c0_g1_i1,1,0,227,3,3,3,3,0,0.956699
TRINITY_DN67_c0_g1_i1,0.995238,0,249,3,3,3,3,0,0.980637
TRINITY_DN19_c0_g1_i1,0.926932,1,573,31,31,30,27,8,0.912444
TRINITY_DN88_c0_g1_i1,1,0,269,3,3,3,3,0,0.99204
TRINITY_DN63_c0_g1_i1,0.985714,0,233,6,4,4,4,0,0.903914
TRINITY_DN7_c0_g1_i1,0.991209,0,588,7,5,5,5,49,0.991277
TRINITY_DN7_c0_g2_i1,0.924868,0,597,14,13,13,12,15,0.955714
TRINITY_DN56_c0_g1_i1,0.989286,0,402,4,4,4,3,0,0.991853
TRINITY_DN269_c0_g1_i1,0.971429,0,201,2,2,2,2,0,0.98685
TRINITY_DN219_c0_g1_i1,1,0,298,4,4,4,4,0,0.971787
TRINITY_DN214_c0_g1_i1,0.971429,0,203,2,2,2,2,0,0.972445
TRINITY_DN218_c0_g1_i1,0.874725,0,297,7,7,6,7,13,0.954343
TRINITY_DN236_c0_g1_i1,1,0,317,3,3,3,3,0,0.986974
TRINITY_DN226_c0_g1_i1,1,0,214,2,2,2,2,0,0.989454
TRINITY_DN249_c0_g1_i1,0.97619,0,271,3,3,3,2,0,0.986218
TRINITY_DN271_c0_g1_i1,0.985714,0,223,2,2,2,1,0,0.992919
TRINITY_DN227_c0_g1_i1,0.993651,0,317,6,3,3,3,0,0.981447
TRINITY_DN206_c0_g1_i1,0.961905,0,275,3,3,3,3,0,0.984113
TRINITY_DN220_c0_g1_i1,1,0,221,2,2,2,2,0,0.988132
TRINITY_DN216_c0_g1_i1,0.957143,0,357,5,3,3,3,0,0.985638
TRINITY_DN251_c0_g1_i1,0.907937,0,209,5,4,4,4,0,0.926538
TRINITY_DN230_c0_g1_i1,0.901587,0,270,5,4,4,4,0,0.823591
TRINITY_DN237_c0_g1_i1,1,0,275,3,3,3,3,0,0.973754
TRINITY_DN223_c0_g1_i1,0.984615,0,384,7,6,6,6,0,0.967018
TRINITY_DN248_c0_g1_i1,0.961905,0,217,4,2,2,1,0,0.98948
TRINITY_DN267_c0_g1_i1,1,0,205,2,2,2,2,0,0.989861
TRINITY_DN241_c0_g1_i1,1,0,329,4,4,4,4,0,0.94057
TRINITY_DN228_c0_g1_i1,1,0,222,2,2,2,2,0,0.987372
TRINITY_DN209_c0_g1_i1,1,0,306,3,3,3,3,0,0.969499
TRINITY_DN215_c0_g1_i1,0.954286,0,346,5,5,5,5,0,0.953759
TRINITY_DN243_c0_g1_i1,1,0,231,2,2,2,2,0,0.988547
TRINITY_DN252_c0_g1_i1,0.968254,0,215,5,4,4,4,0,0.221089
TRINITY_DN208_c0_g1_i1,1,0,265,5,5,5,5,0,0.869929
TRINITY_DN225_c0_g1_i1,0.989286,0,256,4,4,4,4,0,0.856278
TRINITY_DN229_c0_g1_i1,1,0,227,2,2,2,2,0,0.984548
TRINITY_DN253_c0_g1_i1,0.814286,0,281,3,3,3,3,0,0.972445
TRINITY_DN261_c0_g1_i1,1,0,204,4,3,3,3,0,0.972102
TRINITY_DN254_c0_g1_i1,1,0,223,2,2,2,2,0,0.986599
TRINITY_DN259_c0_g1_i1,0.995238,0,263,3,3,3,3,0,0.942478
TRINITY_DN210_c0_g1_i1,0.989796,0,386,7,7,7,7,0,0.957023
TRINITY_DN244_c0_g1_i1,0.995238,0,216,3,3,3,2,0,0.714207
TRINITY_DN213_c0_g1_i1,0.992857,0,212,2,2,2,2,0,0.98252
TRINITY_DN233_c0_g1_i1,0.990476,0,213,3,3,3,3,0,0.923239
TRINITY_DN264_c0_g1_i1,0.985714,0,303,4,4,4,4,0,0.980292
TRINITY_DN234_c0_g1_i1,0.992857,0,211,2,2,2,2,0,0.973054
TRINITY_DN205_c0_g1_i1,0.961905,0,326,6,6,6,5,0,0.961102
TRINITY_DN222_c0_g1_i1,0.982857,0,210,3,2,2,1,0,0.978342
TRINITY_DN262_c0_g1_i1,0.993651,0,253,5,4,4,4,0,0.97834
TRINITY_DN221_c0_g1_i1,0.997802,0,232,7,7,6,6,0,0.929304
TRINITY_DN240_c0_g1_i1,0.985714,0,208,2,2,2,2,0,0.93771
TRINITY_DN257_c0_g1_i1,0.990476,0,463,6,6,6,6,0,0.979513
TRINITY_DN270_c0_g1_i1,0.871429,0,215,3,3,3,3,0,0.99076
TRINITY_DN238_c0_g1_i1,0.969048,0,287,6,6,6,5,0,0.958573
TRINITY_DN224_c0_g1_i1,0.607792,0,251,5,3,3,3,0,0.350094
TRINITY_DN258_c0_g1_i1,0.985714,0,206,2,2,2,2,0,0.973054
TRINITY_DN266_c0_g1_i1,0.992857,0,209,2,2,2,2,0,0.991931
TRINITY_DN231_c0_g1_i1,0.896104,0,244,6,5,5,5,0,0.934139
TRINITY_DN202_c0_g1_i1,0.995714,0,291,10,10,10,8,0,0.323336
TRINITY_DN217_c0_g1_i1,0.978151,0,433,9,8,8,8,0,0.950687
TRINITY_DN207_c0_g1_i1,1,0,308,3,3,3,3,0,0.984517
TRINITY_DN203_c0_g1_i1,1,0,366,3,3,3,3,50,0.976271
TRINITY_DN200_c0_g1_i1,0.396429,0,239,10,2,2,2,0,0.0684362
TRINITY_DN235_c0_g1_i1,0.971429,0,212,3,3,3,3,0,0.993868
TRINITY_DN242_c0_g1_i1,0.978571,0,210,2,2,2,2,0,0.987647
TRINITY_DN272_c0_g1_i1,1,0,212,2,2,2,2,0,0.989365
TRINITY_DN204_c0_g1_i1,0.97619,0,259,4,2,2,2,0,0.972908
TRINITY_DN245_c0_g1_i1,0.990476,0,209,3,3,3,3,0,0.970408
TRINITY_DN263_c0_g1_i1,0.985714,0,268,4,4,4,3,0,0.9886
TRINITY_DN255_c0_g1_i1,0.952381,0,223,3,3,3,2,0,0.992948
TRINITY_DN265_c0_g1_i1,1,0,239,3,2,2,2,0,0.97427
TRINITY_DN211_c0_g1_i1,0.996429,0,305,8,8,8,8,0,0.948305
TRINITY_DN246_c0_g1_i1,1,0,206,4,3,3,3,0,0.929486
TRINITY_DN212_c0_g1_i1,0.96,0,222,3,2,2,2,0,0.895387
TRINITY_DN260_c0_g1_i1,1,0,202,2,2,2,2,0,0.943039
TRINITY_DN268_c0_g1_i1,0.995238,0,301,3,3,3,3,0,0.991955
TRINITY_DN232_c0_g1_i1,0.889286,0,289,4,4,4,4,0,0.947786
TRINITY_DN247_c0_g1_i1,1,0,224,2,2,2,2,0,0.992283
TRINITY_DN250_c0_g1_i1,0.992857,0,273,4,4,4,3,0,0.786217
TRINITY_DN273_c0_g1_i1,0.662857,0,247,2,1,1,1,19,0.988409
TRINITY_DN273_c0_g2_i1,0.519643,1,243,9,2,1,0,38,0.975859
TRINITY_DN201_c0_g1_i1,1,0,219,2,2,2,2,0,0.975993
TRINITY_DN256_c0_g1_i1,0.989796,0,504,7,7,7,7,0,0.969199
TRINITY_DN239_c0_g1_i1,1,0,225,2,2,2,2,0,0.986183
