name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
Macmini1_20170608_DN28_c0_g1_i1,0.977295,0,1695,189,188,186,174,0,0.909577
Macmini1_20170608_DN57_c0_g1_i1,1,0,214,2,2,2,2,0,0.92655
Macmini1_20170608_DN72_c0_g1_i1,1,0,309,3,3,3,3,0,0.989422
Macmini1_20170608_DN77_c0_g1_i1,0.994286,0,262,3,2,2,2,45,0.974427
Macmini1_20170608_DN2_c0_g1_i1,1,0,221,0,0,0,0,221,0.997424
Macmini1_20170608_DN2_c0_g2_i1,0.887912,2,372,7,7,7,5,43,0.947964
Macmini1_20170608_DN25_c0_g1_i1,0.978571,0,860,4,4,4,4,414,0.99631
Macmini1_20170608_DN25_c0_g2_i1,0.94092,0,860,31,28,28,26,0,0.949588
Macmini1_20170608_DN84_c0_g1_i1,0.895238,0,277,3,3,3,3,0,0.972985
Macmini1_20170608_DN23_c0_g1_i1,0.979515,0,490,26,26,26,26,0,0.921003
Macmini1_20170608_DN23_c1_g1_i1,0.965966,1,1140,69,68,68,61,0,0.887216
Macmini1_20170608_DN83_c0_g1_i1,0.990476,0,274,3,3,3,3,0,0.992755
Macmini1_20170608_DN41_c0_g1_i1,0.985714,0,251,3,3,3,3,0,0.971804
Macmini1_20170608_DN82_c0_g1_i1,0.984416,0,259,6,5,5,5,7,0.789841
Macmini1_20170608_DN66_c0_g1_i1,0.935714,0,332,5,3,3,3,40,0.977706
Macmini1_20170608_DN59_c0_g1_i1,0.964706,0,489,9,8,8,7,20,0.968287
Macmini1_20170608_DN26_c0_g1_i1,0.838095,0,201,1,1,1,1,17,0.993974
Macmini1_20170608_DN26_c0_g2_i1,0.82963,2,345,12,10,8,4,38,0.941358
Macmini1_20170608_DN74_c0_g1_i1,0.988571,0,206,3,2,2,2,0,0.972984
Macmini1_20170608_DN50_c0_g1_i1,0.996429,0,242,4,4,4,4,0,0.96814
Macmini1_20170608_DN81_c0_g1_i1,0.982857,0,347,5,5,5,4,50,0.891019
Macmini1_20170608_DN32_c0_g1_i1,0.906122,0,355,8,6,6,5,0,0.827694
Macmini1_20170608_DN69_c0_g1_i1,0.985714,1,294,7,6,5,5,16,0.959832
Macmini1_20170608_DN62_c0_g1_i1,0.996429,0,396,4,4,4,4,0,0.987353
Macmini1_20170608_DN12_c0_g1_i1,0.97551,0,285,5,2,2,2,33,0.980496
Macmini1_20170608_DN65_c0_g1_i1,0.868571,0,390,6,4,4,4,36,0.982307
Macmini1_20170608_DN18_c0_g1_i1,0.97551,0,269,7,7,7,7,0,0.794465
Macmini1_20170608_DN93_c0_g1_i1,1,0,202,3,3,3,3,0,0.774465
Macmini1_20170608_DN11_c0_g1_i1,0.960714,0,322,6,2,2,2,14,0.971065
Macmini1_20170608_DN52_c0_g1_i1,1,0,203,2,1,1,1,59,0.981725
Macmini1_20170608_DN45_c0_g1_i1,1,0,226,2,2,2,2,0,0.984548
Macmini1_20170608_DN49_c0_g1_i1,1,0,214,2,2,2,2,0,0.93771
Macmini1_20170608_DN94_c0_g1_i1,0.897143,0,230,6,4,4,3,0,0.923655
Macmini1_20170608_DN0_c0_g1_i1,0.967227,0,718,35,34,33,30,0,0.853437
Macmini1_20170608_DN33_c0_g1_i1,1,0,218,2,2,2,2,0,0.994569
Macmini1_20170608_DN55_c0_g1_i1,0.994286,0,458,6,4,4,4,4,0.988914
Macmini1_20170608_DN17_c0_g1_i1,0.977381,0,494,12,12,12,12,0,0.945714
Macmini1_20170608_DN16_c0_g1_i1,0.971429,0,306,0,0,0,0,151,0.996915
Macmini1_20170608_DN16_c0_g2_i1,0.980952,2,306,2,2,2,0,102,0.996056
Macmini1_20170608_DN80_c0_g1_i1,0.901587,0,277,5,4,4,4,0,0.840953
Macmini1_20170608_DN40_c0_g1_i1,0.992857,0,273,3,1,1,1,39,0.992237
Macmini1_20170608_DN86_c0_g1_i1,0.995918,0,285,4,3,3,3,0,0.952796
Macmini1_20170608_DN78_c0_g1_i1,0.994643,0,429,8,8,8,8,0,0.970284
Macmini1_20170608_DN31_c0_g1_i1,0.997403,0,332,6,5,5,5,14,0.944627
Macmini1_20170608_DN15_c0_g1_i1,0.932143,0,468,10,6,6,5,43,0.983174
Macmini1_20170608_DN64_c0_g1_i1,0.971429,0,218,4,3,3,2,8,0.981964
Macmini1_20170608_DN96_c0_g1_i1,0.985714,0,211,3,3,3,3,31,0.331241
Macmini1_20170608_DN53_c0_g1_i1,0.97551,0,333,4,3,3,3,33,0.989402
Macmini1_20170608_DN42_c0_g1_i1,1,0,217,2,2,2,2,0,0.993225
Macmini1_20170608_DN6_c0_g1_i1,0.959524,0,306,6,6,6,5,0,0.932549
Macmini1_20170608_DN60_c0_g1_i1,0.965714,0,207,3,2,2,2,38,0.971388
Macmini1_20170608_DN3_c0_g1_i1,0.996429,0,385,8,8,8,8,0,0.477337
Macmini1_20170608_DN8_c0_g1_i1,0.942857,1,405,20,16,15,14,5,0.875826
Macmini1_20170608_DN1_c0_g1_i1,0.980952,0,255,3,3,3,3,0,0.982852
Macmini1_20170608_DN75_c0_g1_i1,0.986667,0,276,8,7,7,7,1,0.425843
Macmini1_20170608_DN36_c0_g1_i1,0.875,0,282,5,4,3,3,0,0.964201
Macmini1_20170608_DN43_c0_g1_i1,0.992857,0,225,2,2,2,2,0,0.988547
Macmini1_20170608_DN30_c0_g1_i1,1,0,244,0,0,0,0,244,0.997424
Macmini1_20170608_DN30_c0_g1_i2,0.881143,34,446,35,35,35,1,33,0.862851
Macmini1_20170608_DN30_c0_g1_i3,0.878571,3,771,11,11,11,7,10,0.958945
Macmini1_20170608_DN30_c0_g1_i4,0.771429,1,287,1,1,1,0,186,0.997424
Macmini1_20170608_DN30_c0_g1_i5,0.891429,4,215,10,10,10,6,7,0.744551
Macmini1_20170608_DN30_c0_g1_i6,1,0,350,0,0,0,0,350,0.997424
Macmini1_20170608_DN30_c0_g1_i7,0.928254,0,402,22,22,22,22,41,0.403626
Macmini1_20170608_DN30_c0_g1_i8,0.84,5,392,11,11,10,4,9,0.941477
Macmini1_20170608_DN30_c0_g1_i9,0.828571,0,215,0,0,0,0,114,0.997424
Macmini1_20170608_DN30_c0_g1_i10,0.961672,0,530,20,20,20,20,123,0.939408
Macmini1_20170608_DN30_c0_g1_i11,0.931746,1,593,9,8,8,7,122,0.135172
Macmini1_20170608_DN30_c0_g1_i12,0.838095,2,650,4,4,4,1,100,0.995655
Macmini1_20170608_DN30_c0_g2_i1,0.907143,3,254,4,4,4,1,3,0.94437
Macmini1_20170608_DN48_c0_g1_i1,0.995918,0,317,4,3,3,3,75,0.993094
Macmini1_20170608_DN9_c0_g1_i1,1,0,256,0,0,0,0,256,0.997424
Macmini1_20170608_DN9_c0_g2_i1,0.917857,5,264,7,6,6,1,8,0.966535
Macmini1_20170608_DN29_c0_g1_i1,1,0,529,0,0,0,0,529,0.997424
Macmini1_20170608_DN29_c0_g1_i2,0.937566,33,445,34,34,34,1,14,0.656455
Macmini1_20170608_DN29_c0_g1_i3,0.953668,4,517,21,20,20,15,62,0.786005
Macmini1_20170608_DN90_c0_g1_i1,0.971429,0,244,3,2,2,1,29,0.988513
Macmini1_20170608_DN70_c0_g1_i1,1,0,246,3,3,3,3,0,0.98494
Macmini1_20170608_DN71_c0_g1_i1,0.988571,0,244,3,2,2,2,0,0.991931
Macmini1_20170608_DN27_c0_g1_i1,0.945079,0,1247,46,43,43,38,44,0.857484
Macmini1_20170608_DN37_c0_g1_i1,0.994805,0,322,5,5,5,5,0,0.965368
Macmini1_20170608_DN95_c0_g1_i1,0.989286,0,266,4,4,4,4,0,0.956869
Macmini1_20170608_DN85_c0_g1_i1,0.991209,0,270,7,6,6,6,0,0.977988
Macmini1_20170608_DN21_c0_g1_i1,0.946429,4,313,4,4,4,0,47,0.972113
Macmini1_20170608_DN21_c0_g2_i1,1,0,314,0,0,0,0,314,0.997424
Macmini1_20170608_DN54_c0_g1_i1,0.995918,0,224,4,3,3,3,0,0.969385
Macmini1_20170608_DN97_c0_g1_i1,1,0,208,2,2,2,2,0,0.986985
Macmini1_20170608_DN91_c0_g1_i1,1,0,220,2,2,2,2,0,0.974276
Macmini1_20170608_DN44_c0_g1_i1,0.969643,0,357,8,8,8,8,69,0.650456
Macmini1_20170608_DN5_c0_g1_i1,0.987395,0,850,18,16,16,16,4,0.912893
Macmini1_20170608_DN38_c0_g1_i1,0.991071,0,383,9,7,7,7,55,0.980884
Macmini1_20170608_DN24_c0_g1_i1,0.967238,0,722,37,37,37,34,5,0.901595
Macmini1_20170608_DN87_c0_g1_i1,0.982143,0,285,4,4,4,4,0,0.968418
Macmini1_20170608_DN99_c0_g1_i1,0.994286,0,228,3,2,2,2,12,0.983926
Macmini1_20170608_DN61_c0_g1_i1,0.987755,0,211,4,3,3,2,2,0.984045
Macmini1_20170608_DN58_c0_g1_i1,1,0,223,2,1,1,1,20,0.995076
Macmini1_20170608_DN67_c0_g1_i1,0.961576,0,426,15,14,14,13,0,0.902468
Macmini1_20170608_DN19_c0_g1_i1,0.982957,0,1060,28,28,28,25,324,0.916545
Macmini1_20170608_DN88_c0_g1_i1,0.995238,0,227,3,3,3,3,0,0.980083
Macmini1_20170608_DN63_c0_g1_i1,0.988571,0,219,3,2,2,2,25,0.989293
Macmini1_20170608_DN56_c0_g1_i1,0.983883,0,1030,20,19,19,18,0,0.983614
Macmini1_20170608_DN219_c0_g1_i1,0.971429,0,305,5,4,4,4,35,0.895789
Macmini1_20170608_DN214_c0_g1_i1,0.992857,0,247,6,6,6,6,0,0.97711
Macmini1_20170608_DN218_c0_g1_i1,0.992857,0,208,3,1,1,1,0,0.982429
Macmini1_20170608_DN236_c0_g1_i1,0.996429,0,309,4,4,4,4,0,0.986864
Macmini1_20170608_DN226_c0_g1_i1,1,0,214,2,1,1,1,2,0.995855
Macmini1_20170608_DN249_c0_g1_i1,0.990476,0,208,2,1,1,1,78,0.99284
Macmini1_20170608_DN227_c0_g1_i1,0.668571,0,201,4,1,1,1,7,0.984899
Macmini1_20170608_DN206_c0_g1_i1,0.991429,0,319,5,5,5,5,0,0.969448
Macmini1_20170608_DN220_c0_g1_i1,1,0,201,2,2,2,2,0,0.988547
Macmini1_20170608_DN216_c0_g1_i1,1,0,204,2,1,1,1,11,0.99284
Macmini1_20170608_DN251_c0_g1_i1,0.852381,0,286,7,6,4,4,0,0.947106
Macmini1_20170608_DN230_c0_g1_i1,0.990476,0,202,2,1,1,1,62,0.989365
Macmini1_20170608_DN237_c0_g1_i1,0.994286,0,212,3,2,2,2,0,0.982343
Macmini1_20170608_DN223_c0_g1_i1,0.992857,0,214,2,2,2,2,0,0.989861
Macmini1_20170608_DN248_c0_g1_i1,1,0,203,2,2,2,2,0,0.728515
Macmini1_20170608_DN241_c0_g1_i1,1,0,352,4,3,3,3,24,0.985512
Macmini1_20170608_DN228_c0_g1_i1,0.758442,0,514,18,12,12,12,0,0.905369
Macmini1_20170608_DN215_c0_g1_i1,0.992857,0,204,2,2,2,1,0,0.796737
Macmini1_20170608_DN243_c0_g1_i1,0.992857,0,227,3,1,1,1,24,0.991986
Macmini1_20170608_DN252_c0_g1_i1,0.985714,0,348,4,4,4,4,0,0.97268
Macmini1_20170608_DN208_c0_g1_i1,0.877311,0,306,10,7,7,7,0,0.945945
Macmini1_20170608_DN225_c0_g1_i1,0.950649,0,543,12,11,10,9,0,0.949715
Macmini1_20170608_DN229_c0_g1_i1,1,0,248,3,3,3,3,0,0.985164
Macmini1_20170608_DN253_c0_g1_i1,0.957143,0,230,4,2,2,2,20,0.971255
Macmini1_20170608_DN254_c0_g1_i1,0.996429,0,237,4,4,4,4,0,0.914872
Macmini1_20170608_DN259_c0_g1_i1,0.902857,0,211,3,1,1,1,38,0.988321
Macmini1_20170608_DN210_c0_g1_i1,1,0,305,5,5,5,5,0,0.978846
Macmini1_20170608_DN244_c0_g1_i1,0.953571,0,210,4,4,4,4,0,0.306117
Macmini1_20170608_DN213_c0_g1_i1,0.992857,0,216,2,2,2,2,0,0.988547
Macmini1_20170608_DN233_c0_g1_i1,0.992857,0,310,4,4,4,4,0,0.952254
Macmini1_20170608_DN234_c0_g1_i1,0.992857,0,347,6,6,6,5,0,0.626717
Macmini1_20170608_DN205_c0_g1_i1,0.987755,0,294,4,3,3,3,0,0.988698
Macmini1_20170608_DN222_c0_g1_i1,1,0,295,3,3,3,3,0,0.969499
Macmini1_20170608_DN221_c0_g1_i1,1,0,245,3,2,2,2,11,0.992231
Macmini1_20170608_DN240_c0_g1_i1,0.971429,0,282,4,3,3,3,0,0.984937
Macmini1_20170608_DN257_c0_g1_i1,0.92,0,242,3,2,2,2,66,0.993778
Macmini1_20170608_DN238_c0_g1_i1,0.990476,0,275,3,3,3,3,0,0.989147
Macmini1_20170608_DN224_c0_g1_i1,0.47218,1,299,9,4,3,3,0,0.247315
Macmini1_20170608_DN258_c0_g1_i1,0.942857,0,228,3,2,2,1,19,0.991818
Macmini1_20170608_DN231_c0_g1_i1,0.966667,0,213,6,6,6,6,0,0.87448
Macmini1_20170608_DN202_c0_g1_i1,1,0,226,4,3,3,3,0,0.85294
Macmini1_20170608_DN217_c0_g1_i1,1,0,214,2,2,2,2,0,0.991986
Macmini1_20170608_DN207_c0_g1_i1,0.996429,0,311,4,4,4,4,0,0.792202
Macmini1_20170608_DN203_c0_g1_i1,1,0,210,2,1,1,1,41,0.994569
Macmini1_20170608_DN200_c0_g1_i1,0.991837,0,228,4,3,3,3,36,0.970799
Macmini1_20170608_DN235_c0_g1_i1,0.981633,0,256,8,6,6,6,1,0.871419
Macmini1_20170608_DN242_c0_g1_i1,0.987578,0,341,12,10,10,9,1,0.944503
Macmini1_20170608_DN204_c0_g1_i1,1,0,210,2,2,2,2,0,0.992064
Macmini1_20170608_DN245_c0_g1_i1,0.992857,0,223,3,1,1,0,17,0.98183
Macmini1_20170608_DN255_c0_g1_i1,0.980952,0,202,2,1,1,1,23,0.979538
Macmini1_20170608_DN246_c0_g1_i1,0.971429,0,236,6,6,6,5,0,0.93517
Macmini1_20170608_DN212_c0_g1_i1,0.92381,0,363,5,4,4,3,71,0.990296
Macmini1_20170608_DN260_c0_g1_i1,0.96,0,205,3,2,2,2,75,0.915725
Macmini1_20170608_DN232_c0_g1_i1,0.989286,0,342,5,3,3,3,49,0.986088
Macmini1_20170608_DN247_c0_g1_i1,0.978571,0,278,4,4,4,4,0,0.982017
Macmini1_20170608_DN250_c0_g1_i1,1,0,345,6,5,5,5,52,0.960903
Macmini1_20170608_DN201_c0_g1_i1,0.981633,0,411,22,21,20,20,0,0.49527
Macmini1_20170608_DN256_c0_g1_i1,0.992857,0,225,2,2,2,2,0,0.993974
Macmini1_20170608_DN239_c0_g1_i1,0.996825,0,294,5,4,4,4,37,0.891088
