name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
Macmini1_rcorrtest_DN133_c0_g1_i1,0.996429,0,396,4,4,4,4,0,0.987353
Macmini1_rcorrtest_DN110_c0_g1_i1,1,0,305,5,5,5,5,0,0.978846
Macmini1_rcorrtest_DN165_c0_g1_i1,1,0,221,2,2,1,1,0,0.996123
Macmini1_rcorrtest_DN186_c0_g1_i1,0.988571,0,230,3,2,2,2,0,0.975144
Macmini1_rcorrtest_DN152_c0_g1_i1,1,0,225,2,2,2,2,0,0.992301
Macmini1_rcorrtest_DN184_c0_g1_i1,1,0,216,4,3,3,3,0,0.968442
Macmini1_rcorrtest_DN117_c0_g1_i1,0.990476,0,214,3,3,3,3,0,0.952493
Macmini1_rcorrtest_DN195_c0_g1_i1,1,0,246,3,3,3,3,0,0.983716
Macmini1_rcorrtest_DN154_c0_g1_i1,0.996429,0,318,4,4,4,4,0,0.989342
Macmini1_rcorrtest_DN197_c0_g1_i1,0.967857,0,247,4,4,4,3,0,0.969577
Macmini1_rcorrtest_DN141_c0_g1_i1,0.985714,0,245,4,2,2,2,0,0.947993
Macmini1_rcorrtest_DN147_c0_g1_i1,0.985714,0,251,3,3,3,3,0,0.971804
Macmini1_rcorrtest_DN144_c0_g1_i1,0.988571,0,209,3,2,2,2,0,0.972984
Macmini1_rcorrtest_DN125_c0_g1_i1,0.994643,0,337,8,8,8,8,0,0.968043
Macmini1_rcorrtest_DN145_c0_g1_i1,0.9875,0,277,8,8,8,8,0,0.424716
Macmini1_rcorrtest_DN109_c0_g1_i1,0.877311,0,306,10,7,7,7,0,0.945945
Macmini1_rcorrtest_DN196_c0_g1_i1,1,0,270,5,5,5,5,37,0.974712
Macmini1_rcorrtest_DN193_c0_g1_i1,0.995238,0,233,3,3,3,3,0,0.751293
Macmini1_rcorrtest_DN168_c0_g1_i1,0.996429,0,225,4,4,4,4,0,0.933316
Macmini1_rcorrtest_DN146_c0_g1_i1,0.994805,0,460,6,5,5,5,0,0.988931
Macmini1_rcorrtest_DN121_c0_g1_i1,0.952381,0,229,3,3,3,2,0,0.971703
Macmini1_rcorrtest_DN148_c0_g1_i1,0.995918,0,343,4,3,3,3,0,0.990104
Macmini1_rcorrtest_DN171_c0_g1_i1,0.939683,0,470,10,8,8,7,0,0.977147
Macmini1_rcorrtest_DN111_c0_g1_i1,0.931429,0,364,5,5,5,4,0,0.986499
Macmini1_rcorrtest_DN104_c0_g1_i1,0.987755,0,294,4,3,3,3,0,0.988698
Macmini1_rcorrtest_DN113_c0_g1_i1,0.992857,0,247,6,6,6,6,0,0.97711
Macmini1_rcorrtest_DN158_c0_g1_i1,0.996429,0,238,4,4,4,4,0,0.91807
Macmini1_rcorrtest_DN185_c0_g1_i1,1,0,218,2,2,2,2,0,0.990189
Macmini1_rcorrtest_DN116_c0_g1_i1,0.987013,0,348,6,5,5,4,0,0.915898
Macmini1_rcorrtest_DN106_c0_g1_i1,0.942857,0,210,2,2,2,2,0,0.975993
Macmini1_rcorrtest_DN182_c0_g1_i1,0.979221,0,343,6,5,5,5,0,0.914982
Macmini1_rcorrtest_DN126_c0_g1_i1,0.965714,1,286,6,5,4,4,1,0.88376
Macmini1_rcorrtest_DN166_c0_g1_i1,0.971429,0,221,4,4,4,4,0,0.955666
Macmini1_rcorrtest_DN143_c0_g1_i1,0.981818,0,246,6,5,5,5,0,0.869051
Macmini1_rcorrtest_DN127_c0_g1_i1,1,0,214,2,2,2,2,0,0.92655
Macmini1_rcorrtest_DN119_c0_g1_i1,0.992857,0,208,3,1,1,1,0,0.982429
Macmini1_rcorrtest_DN131_c0_g1_i1,0.971429,0,208,3,3,3,3,3,0.970085
Macmini1_rcorrtest_DN103_c0_g1_i1,1,0,212,2,2,2,2,0,0.992064
Macmini1_rcorrtest_DN142_c0_g1_i1,1,0,310,3,3,3,3,0,0.989422
Macmini1_rcorrtest_DN177_c0_g1_i1,0.977381,0,496,12,12,12,12,0,0.945714
Macmini1_rcorrtest_DN162_c0_g1_i1,0.987415,0,563,43,41,41,39,0,0.869642
Macmini1_rcorrtest_DN138_c0_g1_i1,0.983333,0,295,6,6,6,6,33,0.91572
Macmini1_rcorrtest_DN101_c0_g1_i1,0.981633,0,412,22,21,20,20,0,0.49527
Macmini1_rcorrtest_DN189_c0_g1_i1,0.965079,0,323,6,3,3,3,0,0.959301
Macmini1_rcorrtest_DN137_c0_g1_i1,0.961576,0,427,15,14,14,13,0,0.902468
Macmini1_rcorrtest_DN190_c0_g1_i1,0.995238,0,273,3,3,3,3,0,0.984704
Macmini1_rcorrtest_DN135_c0_g1_i1,0.975,0,221,4,4,4,3,0,0.925315
Macmini1_rcorrtest_DN161_c0_g1_i1,0.969748,0,485,9,9,8,8,0,0.984593
Macmini1_rcorrtest_DN134_c0_g1_i1,0.990476,0,223,3,3,3,3,0,0.981997
Macmini1_rcorrtest_DN112_c0_g1_i1,0.992857,0,217,2,2,2,2,0,0.988547
Macmini1_rcorrtest_DN183_c0_g1_i1,1,0,212,2,2,2,2,0,0.991931
Macmini1_rcorrtest_DN130_c0_g1_i1,0.926857,0,653,13,12,12,11,0,0.951826
Macmini1_rcorrtest_DN194_c0_g1_i1,1,0,208,2,2,2,2,0,0.943039
Macmini1_rcorrtest_DN156_c0_g1_i1,1,0,214,2,2,2,2,0,0.93771
Macmini1_rcorrtest_DN198_c0_g1_i1,0.868571,0,249,5,5,5,4,0,0.924472
Macmini1_rcorrtest_DN173_c0_g1_i1,1,0,226,2,2,2,2,0,0.982429
Macmini1_rcorrtest_DN176_c0_g1_i1,0.921429,0,224,4,4,4,4,0,0.967882
Macmini1_rcorrtest_DN170_c0_g1_i1,0.919048,0,507,19,17,16,14,0,0.897165
Macmini1_rcorrtest_DN191_c0_g1_i1,0.988571,0,302,5,5,5,5,0,0.980469
Macmini1_rcorrtest_DN105_c0_g1_i1,0.995238,0,201,3,3,3,3,0,0.969515
Macmini1_rcorrtest_DN139_c0_g1_i1,1,0,246,3,3,3,3,0,0.98494
Macmini1_rcorrtest_DN178_c0_g1_i1,0.935714,0,209,3,1,1,1,0,0.980703
Macmini1_rcorrtest_DN157_c0_g1_i1,0.963265,0,231,4,3,3,3,0,0.91708
Macmini1_rcorrtest_DN136_c0_g1_i1,0.988571,0,378,5,5,5,5,41,0.978059
Macmini1_rcorrtest_DN174_c0_g1_i1,0.970476,0,824,15,15,15,14,0,0.984271
Macmini1_rcorrtest_DN102_c0_g1_i1,1,0,211,2,2,2,2,0,0.99284
Macmini1_rcorrtest_DN164_c0_g1_i1,0.993651,0,379,9,9,9,9,0,0.944609
Macmini1_rcorrtest_DN155_c0_g1_i1,1,0,204,2,2,2,2,0,0.728515
Macmini1_rcorrtest_DN175_c0_g1_i1,1,0,211,2,2,2,2,0,0.984087
Macmini1_rcorrtest_DN192_c0_g1_i1,1,0,206,2,2,2,2,0,0.989454
Macmini1_rcorrtest_DN163_c0_g1_i1,0.952381,0,230,3,3,3,3,0,0.970753
Macmini1_rcorrtest_DN118_c0_g1_i1,0.97551,0,306,5,2,2,2,0,0.973185
Macmini1_rcorrtest_DN181_c0_g1_i1,0.985714,0,407,4,4,4,4,0,0.984117
Macmini1_rcorrtest_DN160_c0_g1_i1,1,0,220,2,2,2,2,0,0.98685
Macmini1_rcorrtest_DN122_c0_g1_i1,0.992857,0,214,2,2,2,2,0,0.989861
Macmini1_rcorrtest_DN153_c0_g1_i1,0.978571,0,279,4,4,4,4,0,0.982017
Macmini1_rcorrtest_DN98_c0_g1_i1,0.984874,1,243,9,9,8,7,0,0.907565
Macmini1_rcorrtest_DN39_c0_g1_i1,1,0,227,2,2,2,2,0,0.984548
Macmini1_rcorrtest_DN10_c0_g1_i1,0.971429,0,307,5,5,5,5,0,0.979277
Macmini1_rcorrtest_DN22_c0_g1_i1,0.966234,0,671,27,26,26,25,46,0.87427
Macmini1_rcorrtest_DN47_c0_g1_i1,0.995238,0,245,3,3,3,3,0,0.985923
Macmini1_rcorrtest_DN92_c0_g1_i1,0.92967,0,266,6,6,6,6,0,0.922229
Macmini1_rcorrtest_DN68_c0_g1_i1,1,0,218,3,3,3,3,0,0.824524
Macmini1_rcorrtest_DN34_c0_g1_i1,0.873469,0,286,4,3,3,3,0,0.832556
Macmini1_rcorrtest_DN76_c0_g1_i1,0.985714,0,224,3,3,3,2,0,0.944631
Macmini1_rcorrtest_DN73_c0_g1_i1,0.971429,0,255,4,4,4,4,0,0.890646
Macmini1_rcorrtest_DN89_c0_g1_i1,0.953061,0,333,8,7,6,6,0,0.825352
Macmini1_rcorrtest_DN79_c0_g1_i1,0.992857,0,204,2,2,2,1,0,0.796737
Macmini1_rcorrtest_DN28_c0_g1_i1,0.959582,9,520,24,24,24,14,15,0.923747
Macmini1_rcorrtest_DN28_c0_g1_i2,0.949714,23,445,26,26,26,3,7,0.91373
Macmini1_rcorrtest_DN28_c0_g1_i3,1,1,532,1,1,1,0,431,0.997424
Macmini1_rcorrtest_DN57_c0_g1_i1,0.988095,0,437,6,6,6,6,7,0.971286
Macmini1_rcorrtest_DN72_c0_g1_i1,0.992857,0,209,2,2,2,2,0,0.972445
Macmini1_rcorrtest_DN77_c0_g1_i1,0.967857,0,264,4,4,4,4,0,0.956936
Macmini1_rcorrtest_DN2_c0_g1_i1,0.987755,0,851,18,17,17,17,0,0.866647
Macmini1_rcorrtest_DN25_c0_g1_i1,0.828571,10,438,11,11,11,1,76,0.81422
Macmini1_rcorrtest_DN25_c0_g1_i2,0.828571,1,666,1,1,1,0,501,0.997311
Macmini1_rcorrtest_DN84_c0_g1_i1,0.994286,0,232,3,2,2,2,0,0.758673
Macmini1_rcorrtest_DN23_c0_g1_i1,0.979121,0,490,26,26,26,26,0,0.933181
Macmini1_rcorrtest_DN23_c1_g1_i1,0.966215,2,1141,70,69,69,61,0,0.887216
Macmini1_rcorrtest_DN83_c0_g1_i1,0.961905,0,209,3,3,3,3,0,0.94631
Macmini1_rcorrtest_DN41_c0_g1_i1,0.898413,0,232,6,3,3,2,0,0.905885
Macmini1_rcorrtest_DN82_c0_g1_i1,0.914286,0,338,8,8,8,7,0,0.896878
Macmini1_rcorrtest_DN4_c0_g1_i1,1,0,295,5,3,3,3,0,0.958669
Macmini1_rcorrtest_DN66_c0_g1_i1,0.952381,0,210,5,4,4,4,0,0.797493
Macmini1_rcorrtest_DN59_c0_g1_i1,0.957143,0,302,3,3,3,3,0,0.973407
Macmini1_rcorrtest_DN26_c0_g1_i1,0.945683,0,1249,46,44,44,39,0,0.629813
Macmini1_rcorrtest_DN74_c0_g1_i1,0.992857,0,226,2,2,2,2,0,0.988547
Macmini1_rcorrtest_DN50_c0_g1_i1,0.980952,0,227,3,3,3,3,0,0.990496
Macmini1_rcorrtest_DN81_c0_g1_i1,0.971429,0,214,3,3,3,3,0,0.987893
Macmini1_rcorrtest_DN32_c0_g1_i1,1,0,220,2,2,2,2,0,0.993877
Macmini1_rcorrtest_DN35_c0_g1_i1,0.994286,0,322,5,5,5,5,17,0.973355
Macmini1_rcorrtest_DN69_c0_g1_i1,0.990476,1,338,5,5,4,4,0,0.960786
Macmini1_rcorrtest_DN62_c0_g1_i1,0.453782,0,258,8,3,3,3,0,0.17243
Macmini1_rcorrtest_DN62_c1_g1_i1,0.990476,0,232,3,3,3,3,14,0.97128
Macmini1_rcorrtest_DN51_c0_g1_i1,0.917857,0,233,4,4,4,2,0,0.957699
Macmini1_rcorrtest_DN12_c0_g1_i1,0.98373,0,917,36,36,36,35,0,0.940291
Macmini1_rcorrtest_DN65_c0_g1_i1,1,0,301,6,5,5,5,0,0.877682
Macmini1_rcorrtest_DN18_c0_g1_i1,0.923404,3,497,25,25,22,19,0,0.942627
Macmini1_rcorrtest_DN93_c0_g1_i1,0.966667,0,240,3,3,3,3,0,0.975103
Macmini1_rcorrtest_DN11_c0_g1_i1,0.957143,0,307,6,6,6,5,0,0.932549
Macmini1_rcorrtest_DN52_c0_g1_i1,0.980952,0,303,6,6,6,6,0,0.952248
Macmini1_rcorrtest_DN45_c0_g1_i1,1,0,205,2,2,2,2,0,0.895387
Macmini1_rcorrtest_DN49_c0_g1_i1,0.978571,0,243,4,4,4,4,0,0.948397
Macmini1_rcorrtest_DN94_c0_g1_i1,0.985714,0,217,2,2,2,2,0,0.987523
Macmini1_rcorrtest_DN33_c0_g1_i1,0.988571,0,242,3,2,2,2,0,0.984128
Macmini1_rcorrtest_DN55_c0_g1_i1,0.955102,0,350,7,7,7,5,0,0.877056
Macmini1_rcorrtest_DN17_c0_g1_i1,0.987755,2,570,8,8,8,6,114,0.99345
Macmini1_rcorrtest_DN17_c0_g2_i1,0.951429,0,570,8,8,8,7,44,0.971308
Macmini1_rcorrtest_DN40_c0_g1_i1,1,0,203,2,2,2,2,0,0.988547
Macmini1_rcorrtest_DN86_c0_g1_i1,0.967347,0,207,3,3,3,3,0,0.659088
Macmini1_rcorrtest_DN78_c0_g1_i1,0.992857,0,204,2,2,2,2,0,0.985044
Macmini1_rcorrtest_DN31_c0_g1_i1,0.869643,0,409,9,7,7,6,0,0.737589
Macmini1_rcorrtest_DN15_c0_g1_i1,0.975,0,289,5,3,3,3,0,0.977702
Macmini1_rcorrtest_DN64_c0_g1_i1,0.989286,0,234,4,4,4,4,0,0.955047
Macmini1_rcorrtest_DN96_c0_g1_i1,0.971429,0,322,5,5,5,4,0,0.971409
Macmini1_rcorrtest_DN53_c0_g1_i1,0.991837,0,264,4,3,3,3,0,0.955175
Macmini1_rcorrtest_DN42_c0_g1_i1,1,0,250,3,3,3,3,0,0.942481
Macmini1_rcorrtest_DN60_c0_g1_i1,0.985714,0,236,2,2,2,2,8,0.993974
Macmini1_rcorrtest_DN3_c0_g1_i1,0.887912,2,372,7,7,7,5,43,0.947964
Macmini1_rcorrtest_DN3_c0_g2_i1,1,0,221,0,0,0,0,221,0.997424
Macmini1_rcorrtest_DN8_c0_g1_i1,0.958929,0,314,8,8,8,8,0,0.94539
Macmini1_rcorrtest_DN1_c0_g1_i1,0.97551,0,271,7,7,7,7,0,0.977546
Macmini1_rcorrtest_DN75_c0_g1_i1,1,0,209,2,2,2,2,0,0.929313
Macmini1_rcorrtest_DN36_c0_g1_i1,0.992063,0,385,9,9,9,9,0,0.743393
Macmini1_rcorrtest_DN43_c0_g1_i1,0.992857,0,213,2,2,2,2,0,0.975993
Macmini1_rcorrtest_DN46_c0_g1_i1,0.998214,0,492,8,8,8,8,0,0.965301
Macmini1_rcorrtest_DN30_c0_g1_i1,0.997619,0,333,6,6,6,6,0,0.87742
Macmini1_rcorrtest_DN48_c0_g1_i1,0.985714,0,287,3,3,3,2,0,0.973256
Macmini1_rcorrtest_DN9_c0_g1_i1,0.97619,2,265,3,3,3,1,18,0.97168
Macmini1_rcorrtest_DN9_c0_g2_i1,0.780952,3,257,3,3,2,0,103,0.986389
Macmini1_rcorrtest_DN29_c0_g1_i1,0.75,1,302,2,2,2,1,173,0.994749
Macmini1_rcorrtest_DN29_c0_g1_i2,0.883333,4,206,4,4,4,0,18,0.771576
Macmini1_rcorrtest_DN29_c0_g1_i3,0.901099,3,538,24,23,22,17,68,0.929136
Macmini1_rcorrtest_DN29_c0_g1_i4,0.937026,2,417,24,24,24,22,51,0.527148
Macmini1_rcorrtest_DN29_c0_g1_i5,1,0,206,0,0,0,0,206,0.997424
Macmini1_rcorrtest_DN29_c0_g1_i6,0.866409,14,243,17,15,15,1,7,0.881604
Macmini1_rcorrtest_DN29_c0_g1_i7,0.860952,19,230,24,22,22,3,3,0.703923
Macmini1_rcorrtest_DN29_c0_g1_i8,0.885714,6,334,6,6,6,0,42,0.96962
Macmini1_rcorrtest_DN29_c0_g1_i9,0.914286,1,585,7,7,6,5,163,0.992307
Macmini1_rcorrtest_DN29_c1_g1_i1,0.96,1,274,5,5,4,4,7,0.967906
Macmini1_rcorrtest_DN90_c0_g1_i1,0.97619,0,203,3,3,3,3,0,0.955971
Macmini1_rcorrtest_DN70_c0_g1_i1,0.966667,0,294,3,3,3,3,21,0.975144
Macmini1_rcorrtest_DN71_c0_g1_i1,0.970068,0,600,11,10,10,8,0,0.81359
Macmini1_rcorrtest_DN27_c0_g1_i1,0.976914,0,1697,188,187,186,174,0,0.866057
Macmini1_rcorrtest_DN37_c0_g1_i1,0.994286,0,277,3,2,2,2,0,0.986985
Macmini1_rcorrtest_DN95_c0_g1_i1,0.988889,0,407,9,9,9,9,0,0.914631
Macmini1_rcorrtest_DN85_c0_g1_i1,0.919048,0,213,4,2,2,2,0,0.928889
Macmini1_rcorrtest_DN21_c0_g1_i1,0.967181,0,722,37,37,37,34,5,0.901595
Macmini1_rcorrtest_DN14_c0_g1_i1,0.984286,0,445,10,10,10,9,0,0.93997
Macmini1_rcorrtest_DN54_c0_g1_i1,1,0,217,2,2,2,2,0,0.977647
Macmini1_rcorrtest_DN97_c0_g1_i1,0.971429,0,216,2,2,2,2,70,0.993887
Macmini1_rcorrtest_DN91_c0_g1_i1,0.978571,0,221,4,4,4,4,0,0.91364
Macmini1_rcorrtest_DN44_c0_g1_i1,0.990476,0,397,6,6,6,6,0,0.983046
Macmini1_rcorrtest_DN5_c0_g1_i1,0.996429,0,422,8,8,8,8,0,0.97614
Macmini1_rcorrtest_DN38_c0_g1_i1,1,0,217,2,2,2,2,0,0.993225
Macmini1_rcorrtest_DN24_c0_g1_i1,0.936508,0,1267,42,40,39,37,0,0.955724
Macmini1_rcorrtest_DN87_c0_g1_i1,1,0,500,5,5,4,4,0,0.993025
Macmini1_rcorrtest_DN99_c0_g1_i1,0.992857,0,230,4,4,4,4,0,0.971117
Macmini1_rcorrtest_DN61_c0_g1_i1,0.92987,0,233,6,5,5,5,0,0.924456
Macmini1_rcorrtest_DN58_c0_g1_i1,0.892857,0,206,4,4,4,4,0,0.896742
Macmini1_rcorrtest_DN67_c0_g1_i1,0.961224,0,330,7,7,7,7,0,0.905203
Macmini1_rcorrtest_DN19_c0_g1_i1,0.850612,1,516,38,32,30,27,0,0.833465
Macmini1_rcorrtest_DN88_c0_g1_i1,0.370588,0,230,16,4,4,4,0,0.0353201
Macmini1_rcorrtest_DN63_c0_g1_i1,0.901587,0,280,5,4,4,4,0,0.952534
Macmini1_rcorrtest_DN7_c0_g1_i1,0.966807,0,721,35,34,33,30,0,0.804353
Macmini1_rcorrtest_DN56_c0_g1_i1,0.838095,0,343,8,7,6,5,0,0.949176
Macmini1_rcorrtest_DN219_c0_g1_i1,1,0,222,3,3,3,3,0,0.970661
Macmini1_rcorrtest_DN214_c0_g1_i1,0.992857,0,206,2,2,2,2,0,0.971804
Macmini1_rcorrtest_DN218_c0_g1_i1,1,0,215,2,2,2,2,0,0.974934
Macmini1_rcorrtest_DN236_c0_g1_i1,0.895238,0,278,3,3,3,3,0,0.985024
Macmini1_rcorrtest_DN226_c0_g1_i1,0.994286,0,331,5,5,5,5,0,0.959183
Macmini1_rcorrtest_DN249_c0_g1_i1,1,0,221,2,2,2,2,0,0.988954
Macmini1_rcorrtest_DN227_c0_g1_i1,0.992857,0,310,4,4,4,4,0,0.952254
Macmini1_rcorrtest_DN206_c0_g1_i1,0.985714,0,349,4,4,4,4,0,0.97268
Macmini1_rcorrtest_DN220_c0_g1_i1,1,0,250,3,3,3,3,0,0.989308
Macmini1_rcorrtest_DN216_c0_g1_i1,0.92381,0,219,3,3,3,2,0,0.967272
Macmini1_rcorrtest_DN251_c0_g1_i1,1,0,214,3,3,3,3,0,0.990567
Macmini1_rcorrtest_DN230_c0_g1_i1,0.982143,0,258,8,8,8,7,0,0.809561
Macmini1_rcorrtest_DN237_c0_g1_i1,0.960714,0,309,4,4,4,4,0,0.971469
Macmini1_rcorrtest_DN223_c0_g1_i1,0.971429,0,603,12,11,11,11,0,0.699116
Macmini1_rcorrtest_DN248_c0_g1_i1,0.97619,0,245,3,3,3,2,0,0.978294
Macmini1_rcorrtest_DN241_c0_g1_i1,0.985714,0,265,6,6,6,6,0,0.948104
Macmini1_rcorrtest_DN228_c0_g1_i1,0.992857,0,351,6,6,6,5,0,0.626717
Macmini1_rcorrtest_DN209_c0_g1_i1,1,0,206,3,3,3,3,0,0.774465
Macmini1_rcorrtest_DN215_c0_g1_i1,0.990476,0,210,3,3,3,3,0,0.9849
Macmini1_rcorrtest_DN243_c0_g1_i1,0.991209,0,272,7,6,6,6,0,0.977988
Macmini1_rcorrtest_DN252_c0_g1_i1,1,0,297,3,3,3,3,0,0.969499
Macmini1_rcorrtest_DN208_c0_g1_i1,0.978571,0,334,4,4,4,4,0,0.989389
Macmini1_rcorrtest_DN225_c0_g1_i1,0.990476,0,346,5,4,4,4,0,0.970594
Macmini1_rcorrtest_DN229_c0_g1_i1,0.942857,0,335,5,4,4,4,0,0.947121
Macmini1_rcorrtest_DN253_c0_g1_i1,0.987755,0,213,3,3,3,3,0,0.290389
Macmini1_rcorrtest_DN261_c0_g1_i1,0.994286,1,213,3,3,2,2,0,0.98779
Macmini1_rcorrtest_DN254_c0_g1_i1,1,0,208,2,2,2,2,0,0.986985
Macmini1_rcorrtest_DN259_c0_g1_i1,0.995238,0,290,3,3,3,3,0,0.980279
Macmini1_rcorrtest_DN210_c0_g1_i1,0.989286,0,266,4,4,4,4,0,0.956869
Macmini1_rcorrtest_DN244_c0_g1_i1,0.995918,0,285,4,3,3,3,0,0.952796
Macmini1_rcorrtest_DN213_c0_g1_i1,1,1,257,5,5,4,4,0,0.955666
Macmini1_rcorrtest_DN233_c0_g1_i1,0.971429,0,206,2,2,2,2,0,0.953031
Macmini1_rcorrtest_DN264_c0_g1_i1,0.985714,0,204,2,2,2,1,0,0.681873
Macmini1_rcorrtest_DN234_c0_g1_i1,0.990476,0,276,3,3,3,3,0,0.98373
Macmini1_rcorrtest_DN205_c0_g1_i1,1,0,206,2,2,2,2,0,0.932799
Macmini1_rcorrtest_DN222_c0_g1_i1,1,0,204,2,2,2,2,0,0.959909
Macmini1_rcorrtest_DN262_c0_g1_i1,0.914286,0,286,7,6,4,4,0,0.959396
Macmini1_rcorrtest_DN221_c0_g1_i1,0.992857,0,203,2,2,2,2,0,0.985512
Macmini1_rcorrtest_DN240_c0_g1_i1,0.971429,0,358,9,8,8,8,0,0.888332
Macmini1_rcorrtest_DN257_c0_g1_i1,0.985714,0,248,4,2,2,2,0,0.980633
Macmini1_rcorrtest_DN238_c0_g1_i1,0.984,0,349,12,12,12,10,0,0.910723
Macmini1_rcorrtest_DN224_c0_g1_i1,0.996429,0,385,8,8,8,8,0,0.477337
Macmini1_rcorrtest_DN258_c0_g1_i1,0.995238,0,229,3,3,3,3,0,0.959339
Macmini1_rcorrtest_DN231_c0_g1_i1,0.996429,0,312,4,4,4,4,0,0.985093
Macmini1_rcorrtest_DN202_c0_g1_i1,0.833333,0,201,3,3,3,3,0,0.990548
Macmini1_rcorrtest_DN217_c0_g1_i1,0.950649,0,546,12,11,10,9,0,0.949715
Macmini1_rcorrtest_DN207_c0_g1_i1,1,0,346,6,6,6,6,0,0.952955
Macmini1_rcorrtest_DN203_c0_g1_i1,0.901587,0,242,4,4,4,4,0,0.916316
Macmini1_rcorrtest_DN200_c0_g1_i1,1,0,207,2,2,2,2,0,0.99284
Macmini1_rcorrtest_DN235_c0_g1_i1,0.997143,0,295,5,5,5,5,0,0.914761
Macmini1_rcorrtest_DN242_c0_g1_i1,0.990476,0,274,3,3,3,3,0,0.992755
Macmini1_rcorrtest_DN204_c0_g1_i1,1,0,201,3,2,2,2,0,0.95249
Macmini1_rcorrtest_DN245_c0_g1_i1,0.982143,0,286,4,4,4,4,0,0.968418
Macmini1_rcorrtest_DN263_c0_g1_i1,0.996429,0,354,4,4,4,4,0,0.97168
Macmini1_rcorrtest_DN255_c0_g1_i1,1,0,202,2,2,2,2,0,0.975144
Macmini1_rcorrtest_DN211_c0_g1_i1,1,0,232,3,2,2,2,0,0.985399
Macmini1_rcorrtest_DN246_c0_g1_i1,0.995238,0,227,3,3,3,3,0,0.980083
Macmini1_rcorrtest_DN212_c0_g1_i1,0.992857,0,225,2,2,2,2,0,0.993974
Macmini1_rcorrtest_DN260_c0_g1_i1,0.985714,0,276,4,4,4,4,0,0.939093
Macmini1_rcorrtest_DN232_c0_g1_i1,0.994286,0,212,3,2,2,2,0,0.982343
Macmini1_rcorrtest_DN247_c0_g1_i1,0.982143,0,349,4,4,4,4,0,0.98249
Macmini1_rcorrtest_DN250_c0_g1_i1,1,0,223,2,2,2,2,0,0.989861
Macmini1_rcorrtest_DN201_c0_g1_i1,0.980952,0,239,3,3,3,3,0,0.862807
Macmini1_rcorrtest_DN239_c0_g1_i1,0.953571,0,211,4,4,4,4,0,0.966613
