contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage
C1071,100,0.76,-0.131579,0.083333,37,2.60747,33,0.021729,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1073,100,0.41,-0.414634,-0.288136,7,2.011494,33,0.021973,0,0,1.0,1,0.01,0.978415,100,1.00769,1141.77,17.16
C1075,100,0.52,-0.115385,0.458333,13,1.949025,33,0.022461,0,0,0.79,0.8,0.01,0.997424,100,1.00769,1141.77,17.16
C1077,100,0.46,0.347826,0.444444,10,2.150538,33,0.022461,0,0,0.84,0.942857,0.01,0.997424,100,1.00769,1141.77,17.16
C1079,100,0.33,0.030303,0.19403,4,1.470588,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1081,100,0.54,0.592593,0.434783,2,0.422833,33,0.013916,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1083,100,0.63,-0.015873,-0.027027,23,2.318548,33,0.023193,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1085,100,0.53,0.283019,0.148936,7,1.083591,33,0.022705,0,0,0.74,0.914286,0.01,0.997424,100,1.00769,1141.77,17.16
C1087,100,0.62,-0.096774,-0.368421,18,1.890756,33,0.021973,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1089,100,0.33,0.030303,-0.104478,10,3.676471,33,0.022461,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1091,100,0.51,0.058824,-0.061224,13,2.006173,33,0.022705,0,0.0,1.0,1,0.01,0.895387,100,2.00541,2272.23,34.15
C1093,100,0.32,0.4375,0.147059,4,1.932367,33,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1095,100,0.55,0.345455,0.377778,15,2.252252,33,0.020996,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1097,100,0.57,-0.052632,0.302326,14,1.728395,33,0.022461,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1099,100,0.55,-0.236364,-0.288889,17,2.380952,33,0.022217,0,0,0.94,0.971429,0.01,0.997424,100,1.00769,1141.77,17.16
C1101,100,0.37,-0.189189,-0.015873,7,2.121212,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1103,100,0.52,0.153846,-0.166667,9,1.363636,33,0.023193,0,0,1.0,1,0.01,0.895387,100,1.00769,1141.77,17.16
C1105,100,0.43,-0.069767,0.368421,9,1.956522,32,0.021973,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1107,100,0.47,-0.148936,0.09434,10,1.851852,33,0.023193,0,0,1.0,1,0.01,0.953031,100,1.29903,1471.87,22.12
C1109,100,0.67,0.044776,-0.030303,23,2.053571,33,0.022949,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1111,100,0.58,0.137931,-0.285714,17,2.060606,33,0.022217,0,0,1.0,1,0.01,0.970936,100,1.00769,1141.77,17.16
C1113,100,0.45,-0.155556,-0.018182,14,2.834008,33,0.023193,0,0,1.0,1,0.01,0.982429,100,1.00769,1141.77,17.16
C1115,100,0.45,-0.022222,-0.018182,12,2.371542,30,0.022949,0,0,0.81,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1117,100,0.44,0.090909,0.035714,11,2.291667,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1119,100,0.76,-0.026316,0.25,30,2.079002,33,0.022461,0,0.0,1.0,0.971429,0.01,0.986985,100,2.00541,2272.23,34.15
C1121,100,0.56,0.214286,0.272727,17,2.272727,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1123,100,0.59,-0.186441,-0.02439,13,1.547619,33,0.022705,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1125,100,0.57,-0.22807,-0.255814,14,1.818182,32,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1127,100,0.54,-0.037037,-0.391304,19,2.60989,33,0.021484,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1129,100,0.57,0.052632,-0.209302,11,1.358025,33,0.023193,0,0.5,1.0,1,0.324171,0.648342,100,2.00541,2272.23,34.15
C1131,100,0.58,-0.034483,-0.238095,13,1.547619,33,0.023193,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1133,100,0.42,0.238095,0.172414,13,3.125,33,0.022461,0,0.0,1.0,0.957143,0.01,0.648342,100,2.00541,2272.23,34.15
C1135,100,0.49,0.061224,-0.294118,9,1.505017,33,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1137,100,0.59,-0.016949,-0.121951,15,1.724138,33,0.023193,0,0.0,1.0,1,0.01,0.988547,100,2.00541,2272.23,34.15
C1139,100,0.49,-0.714286,-0.764706,7,2.380952,33,0.007813,0,0.5,1.0,0.714286,0.319781,0.895387,100,2.00541,2272.23,34.15
C1141,100,0.63,0.047619,0.297297,19,1.919192,33,0.022461,0,0.0,1.0,1,0.01,0.985044,100,2.00541,2272.23,34.15
C1143,100,0.32,0.0625,0.205882,4,1.568627,21,0.022705,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1145,100,0.4,0.15,0.133333,8,2.046036,24,0.022461,0,0,1.0,1,0.01,0.895387,100,1.00769,1141.77,17.16
C1147,100,0.38,0.315789,0.032258,3,0.923077,32,0.021973,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1149,100,0.46,0.173913,0.555556,10,1.949318,33,0.022705,0,0,1.0,1,0.01,0.982429,100,1.00769,1141.77,17.16
C1151,100,0.58,-0.137931,-0.095238,16,1.939394,33,0.022949,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1153,100,0.62,-0.193548,0.105263,20,2.162162,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1155,100,0.6,-0.033333,-0.15,14,1.557286,33,0.022461,0,0,1.0,1,0.01,0.953031,100,1.00769,1141.77,17.16
C1157,100,0.7,0.0,-0.066667,28,2.285714,33,0.022949,0,0,0.88,0.914286,0.01,0.997424,100,1.00769,1141.77,17.16
C1159,100,0.51,0.058824,0.061224,11,1.697531,32,0.023193,0,0.5,1.0,0.971429,0.47718,0.982429,100,2.00541,2272.23,34.15
C1161,100,0.44,-0.136364,0.178571,9,1.894737,33,0.022705,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1163,100,0.44,-0.727273,-0.035714,6,2.631579,33,0.013672,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1165,100,0.59,-0.389831,0.121951,17,2.303523,33,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1167,100,0.34,0.0,0.272727,7,2.422145,31,0.022705,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1169,100,0.41,0.365854,0.254237,8,2.197802,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1171,100,0.46,-0.086957,0.037037,12,2.285714,33,0.022217,0,0,1.0,1,0.01,0.953031,100,1.11412,1262.35,18.97
C1173,100,0.57,0.122807,-0.023256,18,2.25,33,0.023193,0,0,0.77,0.885714,0.01,0.997424,100,1.00769,1141.77,17.16
C1175,100,0.61,-0.245902,-0.692308,21,2.402746,33,0.022217,0,0,1.0,1,0.01,0.970936,100,1.00769,1141.77,17.16
C1177,100,0.46,-0.26087,0.37037,9,1.825558,33,0.021729,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1179,100,0.59,0.220339,0.463415,16,1.932367,33,0.022705,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1181,100,0.47,-0.021277,0.245283,10,1.811594,33,0.02124,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1183,100,0.59,-0.050847,-0.121951,17,1.958525,33,0.022949,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1185,100,0.75,0.04,0.2,25,1.780627,33,0.023193,0,0,0.93,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1187,100,0.39,0.025641,0.311475,7,1.842105,33,0.021973,0,0,1.0,1,0.01,0.985044,100,1.00769,1141.77,17.16
C1189,100,0.41,-0.121951,-0.220339,7,1.690821,27,0.022217,0,0,1.0,0.971429,0.01,0.997424,100,1.00769,1141.77,17.16
C1191,100,0.73,0.09589,0.037037,31,2.348485,33,0.020996,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1193,100,0.6,0.033333,0.05,14,1.557286,33,0.023193,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1195,100,0.49,-0.061224,-0.058824,15,2.508361,33,0.022705,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1197,100,0.63,-0.079365,0.189189,24,2.434077,33,0.022949,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1199,100,0.35,-0.428571,-0.138462,4,1.6,32,0.020752,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1201,100,0.79,-0.063291,-0.238095,38,2.445302,33,0.021484,0,0,1.0,1,0.01,0.970936,100,1.00769,1141.77,17.16
C1203,100,0.47,0.276596,0.056604,7,1.372549,33,0.020264,0,0,0.91,0.885714,0.01,0.997424,100,1.00769,1141.77,17.16
C1205,100,0.58,0.275862,0.428571,17,2.187902,33,0.020996,0,0,0.94,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1207,100,0.37,0.081081,-0.238095,10,2.941176,32,0.022949,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1209,100,0.6,0.166667,-0.45,20,2.285714,33,0.020752,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1211,100,0.25,0.76,-0.36,1,1.515152,19,0.020752,0,0.333333,1.0,0.978571,0.268734,0.823856,100,3.00313,3402.7,51.14
C1213,100,0.37,-0.027027,-0.174603,4,1.169591,33,0.023193,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1215,100,0.49,0.795918,0.72549,4,1.818182,33,0.017334,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1217,100,0.54,0.074074,0.0,13,1.793103,33,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1219,100,0.54,-0.259259,0.521739,11,1.617647,33,0.022705,0,0.0,1.0,1,0.01,0.648342,100,2.00541,2272.23,34.15
C1221,100,0.65,-0.046154,-0.028571,23,2.182163,33,0.022461,0,0,0.77,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1223,100,0.65,-0.138462,-0.085714,19,1.833977,33,0.021973,0,0,0.89,0.971429,0.01,0.997424,100,1.00769,1141.77,17.16
C1225,100,0.54,-0.074074,0.173913,16,2.206897,33,0.022949,0,0,1.0,1,0.01,0.953031,100,1.00769,1141.77,17.16
C1227,100,0.45,0.2,0.018182,12,2.469136,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1229,100,0.55,-0.018182,-0.466667,12,1.587302,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1231,100,0.52,0.269231,-0.041667,13,2.073365,33,0.022949,0,0,1.0,1,0.01,0.970936,100,1.00769,1141.77,17.16
C1233,100,0.61,0.016393,-0.179487,21,2.258065,33,0.02124,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1235,100,0.59,-0.050847,0.170732,12,1.382488,33,0.02124,0,0,0.95,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1237,100,0.47,-0.06383,-0.132075,11,2.0,33,0.022949,0,0.5,1.0,1,0.324171,0.648342,100,2.00541,2272.23,34.15
C1239,100,0.5,-0.28,0.08,11,1.909722,33,0.022461,0,0,0.79,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1241,100,0.58,0.0,0.0,18,2.140309,33,0.022705,1,0,0.84,0.971429,0.01,0.997424,100,0.0,0.0,0.0
C1243,100,0.48,0.166667,0.423077,6,1.071429,33,0.021484,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1245,100,0.74,0.0,0.307692,32,2.337473,33,0.022217,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1247,100,0.54,-0.074074,-0.043478,18,2.482759,33,0.023193,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1249,100,0.32,-0.125,-0.088235,4,1.587302,27,0.022461,0,0,1.0,1,0.01,0.982429,100,1.00769,1141.77,17.16
C1251,100,0.48,0.333333,0.0,13,2.539063,32,0.022949,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1253,100,0.57,-0.22807,0.069767,16,2.077922,33,0.022217,0,0,1.0,1,0.01,0.978415,100,1.00769,1141.77,17.16
C1255,100,0.62,0.0,0.0,19,1.977107,33,0.022705,0,0,1.0,1,0.01,0.978415,100,1.00769,1141.77,17.16
C1257,100,0.38,0.263158,-0.096774,6,1.785714,33,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1259,100,0.41,-0.414634,-0.355932,10,2.873563,26,0.023193,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1261,100,0.59,0.152542,0.073171,15,1.764706,33,0.022949,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1263,100,0.59,-0.084746,-0.170732,16,1.851852,33,0.022949,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1265,100,0.42,0.095238,0.517241,10,2.28833,33,0.016846,0,0,1.0,1,0.01,0.978415,100,1.00769,1141.77,17.16
C1267,100,0.6,-0.033333,0.2,24,2.669633,33,0.020752,0,0,1.0,1,0.01,0.953031,100,1.00769,1141.77,17.16
C1269,100,0.68,-0.088235,0.1875,19,1.656495,33,0.022461,0,0,1.0,1,0.01,0.997424,100,1.00769,1141.77,17.16
C1271,100,0.65,0.2,0.142857,22,2.169625,33,0.022949,0,0,0.0,1,0.01,0.997424,100,0.0,0.0,0.0
C1273,101,0.633663,-0.125,0.081081,18,1.803571,33,0.023193,0,0.0,1.0,0.985714,0.01,0.919788,101,2.00541,2249.74,33.81
C1275,101,0.50495,0.215686,0.16,11,1.791935,20,0.022949,0,0,1.0,0.985714,0.01,0.919788,101,1.00769,1130.46,16.99
C1277,101,0.653465,0.090909,0.257143,27,2.525,33,0.023193,0,0.0,1.0,1,0.01,0.757412,101,2.00541,2249.74,33.81
C1279,101,0.465347,-0.021277,0.148148,9,1.646739,16,0.022705,0,0,0.990099,0.933333,0.01,0.969499,101,3.00313,3369.01,50.64
C1281,101,0.544554,-0.636364,-0.217391,7,1.571111,33,0.020996,0,0.0,1.0,1,0.01,0.978415,101,2.00541,2249.74,33.81
C1283,101,0.376238,-0.210526,-0.142857,12,3.513043,33,0.022461,0,0,0.990099,1,0.01,0.997424,101,1.00769,1130.46,16.99
C1285,101,0.623762,-0.015873,-0.526316,23,2.341734,33,0.022705,0,0.0,1.0,0.928571,0.01,0.919788,101,2.00541,2249.74,33.81
C1287,102,0.558824,-0.157895,0.155556,16,2.060606,34,0.023682,0,0,0.980392,1,0.01,0.997424,102,1.00769,1119.38,16.82
C1289,102,0.607843,-0.129032,-0.15,20,2.15873,34,0.023193,0,0.0,0.990196,1,0.01,0.969499,102,2.00541,2227.68,33.48
C1291,102,0.558824,-0.157895,0.111111,13,1.674242,33,0.023438,0,0.0,1.0,0.726531,0.01,0.890461,102,6.994,7769.17,116.77
C1293,102,0.529412,-0.407407,-0.041667,14,2.348684,33,0.022461,0,0.5,1.0,1,0.459894,0.919788,102,2.00541,2227.68,33.48
C1295,102,0.637255,0.138462,-0.351351,20,1.969112,34,0.022461,0,0.0,1.0,1,0.01,0.895387,102,2.00541,2227.68,33.48
C1297,102,0.568627,-0.172414,-0.227273,16,2.0,34,0.020752,0,0,1.0,1,0.01,0.895387,102,1.00769,1119.38,16.82
C1299,102,0.490196,-0.28,-0.384615,9,1.59375,34,0.022949,0,0.5,1.0,1,0.459894,0.919788,102,2.00541,2227.68,33.48
C1301,102,0.5,-0.098039,-0.137255,17,2.692547,33,0.022949,0,0,0.990196,1,0.01,0.997424,102,1.00769,1119.38,16.82
C1303,102,0.705882,-0.25,-0.2,33,2.77037,34,0.022217,0,0,0.980392,0.957143,0.01,0.975144,102,1.00769,1119.38,16.82
C1305,102,0.5,-0.137255,-0.607843,10,1.598746,34,0.023682,0,0.0,1.0,1,0.01,0.895387,102,2.00541,2227.68,33.48
C1307,103,0.456311,-0.489362,-0.285714,7,1.716667,32,0.023438,0,0,0.970874,1,0.01,0.978415,103,1.00769,1108.51,16.66
C1309,103,0.621359,-0.0625,-0.282051,23,2.322549,34,0.023682,0,0.5,1.0,1,0.459894,0.919788,103,2.00541,2206.05,33.16
C1311,103,0.524272,-0.37037,-0.55102,14,2.292528,34,0.017822,0,0,1.0,0.961905,0.01,0.919788,103,2.00541,2206.05,33.16
C1313,103,0.61165,-0.079365,0.1,21,2.193712,34,0.023926,0,0,0.970874,1,0.01,0.997424,103,1.00769,1108.51,16.66
C1315,103,0.563107,0.068966,-0.022222,12,1.476703,34,0.023682,0,0.5,1.0,0.980952,0.451134,0.919788,103,2.00541,2206.05,33.16
C1317,103,0.349515,0.0,-0.104478,8,2.54321,22,0.023682,0,0.0,1.0,1,0.01,0.895387,103,2.00541,2206.05,33.16
C1319,103,0.485437,0.24,-0.471698,14,2.448217,34,0.022949,0,0,0.970874,1,0.01,0.98252,103,1.00769,1108.51,16.66
C1321,104,0.596154,0.225806,0.047619,20,2.280702,34,0.021729,0,0,1.0,1,0.01,0.989861,104,1.00769,1097.85,16.5
C1323,104,0.519231,-0.074074,0.4,14,2.008276,34,0.023682,0,0.5,1.0,1,0.459894,0.919788,104,2.00541,2184.84,32.84
C1325,104,0.490385,0.176471,0.09434,12,1.980952,34,0.02417,0,0.333333,1.0,0.985714,0.295709,0.899985,104,3.00313,3271.82,49.18
C1327,104,0.567308,-0.016949,-0.2,12,1.434483,34,0.023926,0,0,0.961538,1,0.01,0.997424,104,1.00769,1097.85,16.5
C1329,104,0.586538,-0.114754,-0.348837,20,2.265795,34,0.023682,0,0,1.0,1,0.01,0.895387,104,1.00769,1097.85,16.5
C1331,104,0.490385,0.098039,-0.056604,9,1.453416,34,0.023193,0,0.0,0.903846,1,0.01,0.969499,104,2.00541,2184.84,32.84
C1333,105,0.457143,-0.166667,-0.052632,7,1.3125,14,0.023926,0,0.0,1.0,1,0.01,0.895387,105,2.00541,2164.03,32.53
C1335,105,0.457143,-0.125,0.22807,12,2.222222,34,0.022949,0,0,0.952381,1,0.01,0.997424,105,1.00769,1087.4,16.34
C1337,105,0.419048,0.0,0.180328,6,1.301653,35,0.023926,0,0,0.952381,1,0.01,0.997424,105,1.00769,1087.4,16.34
C1339,105,0.647619,-0.058824,0.351351,24,2.1875,35,0.022461,0,0.5,1.0,1,0.469698,0.939396,105,2.00541,2164.03,32.53
C1341,105,0.504762,0.09434,-0.038462,12,1.810345,34,0.023926,0,0.333333,0.980952,0.964286,0.287905,0.913097,105,3.00313,3240.66,48.71
C1343,106,0.650943,-0.043478,0.837838,21,1.873737,35,0.023438,0,0.0,1.0,1,0.01,0.953031,106,2.00541,2143.62,32.22
C1345,106,0.603774,-0.03125,0.142857,21,2.175953,35,0.024658,0,0.5,1.0,1,0.479955,0.959909,106,2.00541,2143.62,32.22
C1347,106,0.632075,0.313433,0.487179,21,2.199605,35,0.023193,0,0.0,0.95283,0.985714,0.01,0.966667,106,2.00541,2143.62,32.22
C1349,106,0.528302,-0.071429,-0.16,14,1.902564,35,0.024414,0,0.0,1.0,0.985714,0.01,0.953031,106,2.00541,2143.62,32.22
C1351,106,0.641509,0.0,0.052632,20,1.83391,34,0.02417,0,0.0,1.0,0.961905,0.01,0.959909,106,2.00541,2143.62,32.22
C1353,107,0.373832,0.3,0.164179,9,2.645604,35,0.024902,0,0.333333,1.0,0.992857,0.302767,0.914835,107,3.00313,3180.09,47.8
C1355,107,0.53271,0.157895,0.08,9,1.215909,35,0.024414,0,0.0,0.990654,0.980952,0.01,0.923839,107,6.39832,6775.34,101.83
C1357,108,0.555556,-0.033333,-0.25,16,1.922136,35,0.022705,0,0.0,0.925926,0.885714,0.01,0.959909,108,2.00541,2103.92,31.62
C1359,108,0.611111,0.030303,-0.047619,26,2.580882,36,0.024902,0,0,1.0,1,0.01,0.986985,108,2.00541,2103.92,31.62
C1361,108,0.574074,-0.354839,0.086957,22,2.828571,36,0.024902,0,0.0,0.935185,1,0.01,0.966667,108,2.00541,2103.92,31.62
C1363,109,0.642202,0.285714,0.076923,20,1.937778,36,0.023193,0,1.0,1.0,1,0.859352,0.859352,109,2.00541,2084.62,31.33
C1365,109,0.614679,-0.074627,0.0,15,1.465054,36,0.023926,0,0.0,0.93578,0.96,0.01,0.794001,109,6.43227,6686.32,100.5
C1367,109,0.376147,-0.365854,-0.088235,7,2.096154,28,0.024658,0,0.0,0.944954,0.957143,0.01,0.973086,109,2.00541,2084.62,31.33
C1369,109,0.376147,-0.560976,-0.176471,3,1.135417,34,0.021484,0,0.0,1.0,0.871429,0.01,0.984344,109,2.71179,2818.89,42.37
C1371,109,0.651376,-0.211268,0.157895,30,2.715947,36,0.023682,0,0.333333,1.0,0.925714,0.288542,0.935089,109,3.00313,3121.74,46.92
C1373,109,0.577982,0.079365,-0.217391,19,2.100406,36,0.023926,0,0.333333,1.0,0.971429,0.298659,0.922329,109,3.00313,3121.74,46.92
C1375,109,0.541284,-0.288136,-0.04,13,1.775689,35,0.025146,0,0.0,1.0,0.840476,0.01,0.744913,109,11.9826,12455.8,187.21
C1377,110,0.554545,-0.081967,-0.22449,13,1.547619,36,0.024902,0,0.0,1.0,1,0.01,0.970936,110,2.00541,2065.67,31.05
C1379,110,0.609091,0.134328,-0.209302,23,2.295826,36,0.024414,0,0,0.909091,1,0.01,0.997424,110,1.00769,1037.97,15.6
C1381,110,0.618182,0.088235,0.285714,19,1.822145,36,0.025146,0,0,0.909091,1,0.01,0.948275,110,1.00769,1037.97,15.6
C1383,110,0.509091,-0.071429,-0.259259,13,1.833333,36,0.025146,0,0.0,1.0,1,0.01,0.970936,110,2.00541,2065.67,31.05
C1385,110,0.481818,0.245283,0.192982,18,3.0,36,0.023193,0,0.0,0.918182,0.980952,0.01,0.959909,110,3.00313,3093.36,46.49
C1387,110,0.536364,-0.084746,0.019608,8,1.018519,36,0.025391,0,0.0,0.918182,1,0.01,0.953031,110,2.00541,2065.67,31.05
C1389,110,0.554545,-0.114754,-0.265306,17,2.037037,36,0.024902,0,1.0,1.0,1,0.871125,0.871125,110,2.00541,2065.67,31.05
C1391,111,0.648649,0.0,0.179487,29,2.483796,36,0.024658,0,0,0.900901,1,0.01,0.997424,111,1.00769,1028.62,15.46
C1393,111,0.459459,0.019608,-0.233333,8,1.366154,37,0.025635,0,0,0.693694,0.971429,0.01,0.997424,111,1.00769,1028.62,15.46
C1395,112,0.535714,-0.466667,-0.653846,9,1.431818,37,0.023193,0,0.5,1.0,1,0.479955,0.959909,112,2.00541,2028.78,30.49
C1397,112,0.580357,-0.076923,-0.276596,17,1.813333,37,0.024902,0,0.0,0.901786,1,0.01,0.943039,112,2.00541,2028.78,30.49
C1399,112,0.491071,0.018182,-0.22807,18,2.666667,20,0.025635,0,0.5,1.0,0.971429,0.464841,0.957026,112,2.00541,2028.78,30.49
C1401,112,0.580357,-0.292308,0.021277,17,1.971014,37,0.023193,0,0.5,1.0,1,0.479955,0.959909,112,2.00541,2028.78,30.49
C1403,112,0.598214,0.164179,-0.288889,20,2.051282,37,0.025146,0,0.5,1.0,1,0.479955,0.959909,112,2.00541,2028.78,30.49
C1405,112,0.589286,0.121212,0.130435,17,1.774464,37,0.025879,0,0.5,1.0,0.990476,0.475383,0.959909,112,2.00541,2028.78,30.49
C1407,112,0.419643,0.021277,0.107692,9,1.826087,37,0.025146,0,0,0.892857,1,0.01,0.92889,112,1.00769,1019.44,15.32
C1409,113,0.451327,0.411765,0.0,13,2.72037,37,0.025391,0,0.5,1.0,1,0.469698,0.939396,113,2.00541,2010.83,30.22
C1411,113,0.530973,0.1,-0.169811,18,2.282828,37,0.025879,0,0,1.0,1,0.01,0.991986,113,1.00769,1010.41,15.19
C1413,113,0.522124,-0.050847,-0.296296,14,1.822581,32,0.024658,0,0.0,0.893805,0.985714,0.01,0.895387,113,2.00541,2010.83,30.22
C1415,113,0.433628,0.306122,0.03125,11,2.284926,37,0.026123,0,0,0.884956,1,0.01,0.997424,113,1.00769,1010.41,15.19
C1417,113,0.530973,-0.166667,-0.283019,16,2.066286,37,0.026123,0,0,0.884956,1,0.01,0.728515,113,1.00769,1010.41,15.19
