contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage
Macmini2_20170608_DN138_c0_g1_i1,213,0.685446,0.191781,-0.164179,53,2.199299,71,0.042969,0,0.666667,0.929577,0.994286,0.608981,0.988321,213,3.0062,2564.07,24.04
Macmini2_20170608_DN189_c0_g1_i1,235,0.655319,-0.064935,0.185185,52,2.069783,78,0.05127,0,1.0,1.0,0.990476,0.925398,0.934296,235,3.0062,2324.03,21.79
Macmini2_20170608_DN137_c0_g1_i1,201,0.432836,-0.172414,-0.245614,17,1.861111,61,0.045898,0,1.0,1.0,0.942857,0.898299,0.952741,201,3.0062,2717.15,25.47
Macmini2_20170608_DN190_c0_g1_i1,211,0.402844,-0.270588,0.095238,21,2.646953,69,0.047607,0,0.666667,1.0,0.845714,0.547912,0.971804,211,3.0062,2588.38,24.26
Macmini2_20170608_DN135_c0_g1_i1,265,0.607547,0.055901,0.173077,47,1.928019,88,0.059326,0,1.0,1.0,1,0.957771,0.957771,265,4.00493,2745.63,25.74
Macmini2_20170608_DN134_c0_g1_i1,205,0.658537,0.051852,0.228571,43,1.939921,68,0.046631,0,1.0,1.0,0.978571,0.961377,0.982429,205,2.00746,1779.04,16.68
Macmini2_20170608_DN112_c0_g1_i1,222,0.378378,-0.261905,-0.043478,12,1.621424,27,0.048828,0,0.666667,1.0,0.96,0.573048,0.895387,222,3.0062,2460.12,23.06
Macmini2_20170608_DN183_c0_g1_i1,220,0.431818,-0.010526,0.216,18,1.755319,73,0.049561,0,0.5,0.945455,1,0.470415,0.995109,220,2.00746,1657.74,15.54
Macmini2_20170608_DN130_c0_g1_i1,277,0.574007,-0.006289,0.118644,40,1.753165,73,0.064209,0,1.0,1.0,1,0.992673,0.992673,277,2.36419,1550.58,14.54
Macmini2_20170608_DN194_c0_g1_i1,441,0.494331,0.055046,-0.067265,52,1.936007,96,0.0979,0,0.888889,1.0,0.996825,0.808495,0.912454,441,8.99862,3707.06,34.75
Macmini2_20170608_DN156_c0_g1_i1,274,0.543796,0.060403,0.136,33,1.635081,91,0.063965,0,1.0,1.0,1,0.98067,0.98067,274,3.0062,1993.24,18.68
Macmini2_20170608_DN198_c0_g1_i1,253,0.679842,0.023256,0.037037,71,2.43006,84,0.052734,0,1.0,1.0,0.982143,0.840987,0.856278,253,4.00493,2875.86,26.96
Macmini2_20170608_DN173_c0_g1_i1,477,0.578616,0.108696,0.18408,85,2.154472,112,0.104004,0,0.666667,1.0,0.933333,0.433702,0.697022,477,11.9948,4568.44,42.82
Macmini2_20170608_DN176_c0_g1_i1,238,0.478992,0.035088,0.193548,30,2.200308,78,0.053711,0,0.5,1.0,0.865306,0.411681,0.951526,238,4.00493,3057.11,28.66
Macmini2_20170608_DN170_c0_g1_i1,261,0.563218,-0.088435,-0.192982,37,1.801679,86,0.057617,0,0.75,0.789272,0.987755,0.573344,0.980568,261,4.00493,2787.71,26.13
Macmini2_20170608_DN191_c0_g1_i1,410,0.436585,0.162011,0.142857,41,2.155128,54,0.088135,0,0.777778,1.0,0.992857,0.747369,0.967816,410,8.99862,3987.35,37.38
Macmini2_20170608_DN105_c0_g1_i1,364,0.563187,-0.034146,-0.106918,60,2.081189,121,0.079102,0,0.666667,0.824176,0.994286,0.542845,0.993655,364,3.45968,1726.74,16.19
Macmini2_20170608_DN139_c0_g1_i1,252,0.515873,-0.153846,0.180328,46,2.810182,51,0.055176,0,1.0,1.0,1,0.968139,0.968139,252,5.00367,3607.29,33.81
Macmini2_20170608_DN178_c0_g1_i1,249,0.570281,-0.309859,0.102804,49,2.677419,83,0.041748,0,1.0,1.0,0.985714,0.966628,0.980637,249,3.0062,2193.36,20.56
Macmini2_20170608_DN157_c0_g1_i1,317,0.416404,-0.075758,-0.135135,31,2.268991,46,0.071533,0,0.5,1.0,0.990476,0.48605,0.981447,317,6.00241,3440.0,32.25
Macmini2_20170608_DN136_c0_g1_i1,239,0.67364,-0.031056,0.0,63,2.325765,79,0.051758,0,1.0,1.0,1,0.96913,0.96913,239,3.0062,2285.14,21.42
Macmini2_20170608_DN174_c0_g1_i1,221,0.61991,0.153285,0.428571,44,2.122217,73,0.046631,0,1.0,1.0,1,0.993877,0.993877,221,2.00746,1650.24,15.47
Macmini2_20170608_DN102_c0_g1_i1,315,0.580952,-0.005464,-0.090909,44,1.655518,104,0.072266,0,1.0,1.0,0.996429,0.83123,0.834209,315,4.00493,2309.82,21.65
Macmini2_20170608_DN164_c0_g1_i1,214,0.607477,-0.092308,-0.142857,28,1.430413,70,0.049805,0,0.0,0.850467,0.937143,0.01,0.992399,214,4.00493,3399.96,31.87
Macmini2_20170608_DN155_c0_g1_i1,203,0.586207,-0.092437,-0.095238,38,2.197721,67,0.045898,0,0.333333,1.0,0.771429,0.221133,0.859963,203,6.00241,5371.83,50.36
Macmini2_20170608_DN175_c0_g1_i1,600,0.548333,-0.12462,-0.077491,99,2.22973,182,0.126221,0,0.866667,1.0,0.982266,0.746706,0.877139,600,14.991,4539.13,42.55
Macmini2_20170608_DN192_c0_g1_i1,341,0.624633,-0.173709,0.171875,58,1.798,113,0.078369,0,1.0,1.0,0.992857,0.965188,0.972132,341,4.00493,2133.7,20.0
Macmini2_20170608_DN163_c0_g1_i1,209,0.492823,0.087379,-0.075472,20,1.588146,69,0.04834,0,0.5,0.717703,1,0.355035,0.989365,209,2.00746,1744.99,16.36
Macmini2_20170608_DN118_c0_g1_i1,232,0.474138,-0.163636,-0.114754,30,2.36413,59,0.053955,0,1.0,1.0,0.980952,0.847151,0.863601,232,3.0062,2354.08,22.07
Macmini2_20170608_DN181_c0_g1_i1,231,0.536797,0.129032,-0.17757,39,2.383333,51,0.053223,0,0.666667,1.0,1,0.65497,0.982455,231,3.0062,2364.28,22.16
Macmini2_20170608_DN160_c0_g1_i1,311,0.572347,0.11236,-0.142857,52,2.067766,103,0.071045,0,1.0,0.96463,1,0.929989,0.964089,311,5.00367,2922.95,27.4
Macmini2_20170608_DN122_c0_g1_i1,270,0.525926,-0.014085,0.34375,32,1.714286,54,0.061279,0,0.333333,0.933333,0.965714,0.298857,0.994715,270,3.0062,2022.77,18.96
Macmini2_20170608_DN153_c0_g1_i1,231,0.662338,-0.03268,0.179487,50,1.97571,76,0.052979,0,1.0,1.0,0.995238,0.966885,0.971511,231,3.0062,2364.28,22.16
Macmini2_20170608_DN98_c0_g1_i1,376,0.555851,0.004785,-0.041916,51,1.756044,125,0.084473,0,0.8,1.0,0.996825,0.78353,0.982532,376,5.00367,2417.65,22.66
Macmini2_20170608_DN39_c0_g1_i1,502,0.631474,0.003155,0.221622,91,1.818406,167,0.102051,0,1.0,1.0,0.985714,0.961021,0.974949,502,7.00115,2533.72,23.75
Macmini2_20170608_DN10_c0_g1_i1,307,0.514658,0.265823,0.020134,55,2.911207,82,0.068115,0,0.363636,1.0,0.560504,0.010435,0.051199,307,26.6469,15768.9,147.82
Macmini2_20170608_DN22_c0_g1_i1,1472,0.315217,0.353448,-0.265873,57,1.781401,115,0.218018,0,0.871345,1.0,0.974142,0.830173,0.978039,1472,170.794,21079.3,197.6
Macmini2_20170608_DN92_c0_g1_i1,435,0.542529,-0.033898,-0.18593,66,2.06428,144,0.094238,0,0.875,0.990805,0.992381,0.824403,0.95822,435,7.99988,3341.08,31.32
Macmini2_20170608_DN68_c0_g1_i1,352,0.548295,0.07772,-0.09434,51,1.939499,83,0.080322,0,0.4,0.928977,0.95102,0.349483,0.988943,352,5.00367,2582.49,24.21
Macmini2_20170608_DN34_c0_g1_i1,280,0.485714,-0.058824,-0.055556,29,1.762153,92,0.064453,0,0.666667,0.853571,0.988571,0.554131,0.985044,280,3.41078,2213.03,20.74
Macmini2_20170608_DN76_c0_g1_i1,286,0.444056,-0.11811,0.194969,23,1.654427,27,0.060059,0,0.75,0.811189,0.869388,0.49838,0.942245,286,4.00493,2544.03,23.85
Macmini2_20170608_DN73_c0_g1_i1,274,0.624088,0.064327,-0.145631,55,2.070055,91,0.060059,0,0.666667,0.963504,1,0.638527,0.994071,274,3.0062,1993.24,18.68
Macmini2_20170608_DN89_c0_g1_i1,309,0.462783,-0.146853,0.060241,35,2.162135,102,0.07251,0,0.666667,1.0,0.905714,0.5652,0.936057,309,6.00241,3529.06,33.08
Macmini2_20170608_DN79_c0_g1_i1,208,0.576923,0.283333,0.454545,35,2.198732,69,0.044678,0,1.0,1.0,0.978571,0.922831,0.943039,208,2.00746,1753.38,16.44
Macmini2_20170608_DN28_c0_g1_i1,220,0.572727,-0.079365,-0.191489,30,1.673428,73,0.049072,0,1.0,1.0,1,0.987647,0.987647,220,2.00746,1657.74,15.54
Macmini2_20170608_DN57_c0_g1_i1,261,0.616858,0.204969,-0.18,47,1.975999,87,0.059814,0,0.666667,0.8659,1,0.568081,0.984087,261,3.0062,2092.52,19.62
Macmini2_20170608_DN72_c0_g1_i1,316,0.515823,-0.226994,0.124183,46,2.307302,64,0.072021,0,0.666667,0.952532,1,0.631328,0.994184,316,3.0062,1728.31,16.2
Macmini2_20170608_DN77_c0_g1_i1,206,0.61165,0.142857,0.175,41,2.172325,68,0.046875,0,1.0,1.0,0.985714,0.924314,0.93771,206,2.00746,1770.4,16.6
Macmini2_20170608_DN2_c0_g1_i1,237,0.464135,0.218182,0.102362,34,2.796946,78,0.050781,0,0.857143,0.907173,0.962637,0.702004,0.937851,237,7.00115,5366.77,50.31
Macmini2_20170608_DN25_c0_g1_i1,404,0.460396,-0.172043,-0.12844,43,2.06982,60,0.087646,0,1.0,1.0,0.983673,0.899051,0.913973,404,7.00115,3148.33,29.51
Macmini2_20170608_DN84_c0_g1_i1,210,0.528571,0.207207,0.050505,29,2.065807,69,0.047852,0,0.5,0.880952,1,0.437941,0.994245,210,2.00746,1736.68,16.28
Macmini2_20170608_DN23_c0_g1_i1,417,0.551559,0.182609,-0.069519,61,1.989753,125,0.0896,0,0.95,0.980815,0.957143,0.130732,0.146587,417,39.9595,17409.1,163.19
Macmini2_20170608_DN83_c0_g1_i1,206,0.640777,-0.151515,-0.27027,54,2.613722,68,0.046631,0,0.5,0.796117,1,0.39533,0.993146,206,2.00746,1770.4,16.6
Macmini2_20170608_DN41_c0_g1_i1,217,0.631336,0.153285,0.075,39,1.84701,72,0.04834,0,0.8,1.0,0.94,0.58801,0.781928,217,5.00367,4189.11,39.27
Macmini2_20170608_DN82_c0_g1_i1,226,0.539823,-0.147541,0.019231,18,1.117582,75,0.049561,0,0.5,0.969027,1,0.482505,0.995856,226,2.00746,1613.73,15.13
Macmini2_20170608_DN4_c0_g1_i1,244,0.491803,0.066667,0.129032,21,1.429688,81,0.056396,0,0.4,1.0,0.991837,0.285317,0.719162,244,5.00367,3725.56,34.92
Macmini2_20170608_DN66_c0_g1_i1,515,0.607767,-0.13738,-0.475248,129,2.764669,171,0.036133,0,0.666667,0.776699,0.802597,0.387379,0.93213,515,6.00241,2117.44,19.85
Macmini2_20170608_DN59_c0_g1_i1,242,0.454545,-0.163636,-0.075758,25,2.055027,43,0.053467,0,1.0,1.0,0.991429,0.82391,0.831033,242,5.00367,3756.35,35.21
Macmini2_20170608_DN26_c0_g1_i1,261,0.651341,-0.094118,0.230769,55,2.004608,87,0.056641,0,1.0,1.0,0.980952,0.907477,0.925098,261,6.00241,4178.09,39.17
Macmini2_20170608_DN74_c0_g1_i1,285,0.617544,0.034091,-0.229358,58,2.137039,94,0.064209,0,0.666667,0.859649,0.963636,0.542481,0.982295,285,6.00241,3826.25,35.87
Macmini2_20170608_DN50_c0_g1_i1,293,0.467577,0.051095,0.128205,37,2.316453,97,0.066162,0,0.75,0.982935,0.983673,0.681716,0.940084,293,7.99988,4960.3,46.5
Macmini2_20170608_DN81_c0_g1_i1,216,0.402778,-0.08046,-0.085271,24,2.757447,67,0.049072,0,1.0,1.0,0.971429,0.946691,0.974534,216,3.0062,2528.46,23.7
Macmini2_20170608_DN32_c0_g1_i1,214,0.485981,0.307692,0.109091,17,1.486111,71,0.043945,0,1.0,1.0,0.992857,0.969021,0.975993,214,2.00746,1704.22,15.98
Macmini2_20170608_DN35_c0_g1_i1,258,0.573643,0.0,-0.254545,36,1.696129,86,0.058838,0,0.666667,0.949612,1,0.624107,0.985834,258,3.0062,2116.85,19.84
Macmini2_20170608_DN69_c0_g1_i1,228,0.675439,0.103896,0.432432,61,2.371355,75,0.046875,0,0.666667,1.0,0.994286,0.640441,0.966183,228,3.0062,2395.38,22.45
Macmini2_20170608_DN62_c0_g1_i1,364,0.5,0.175824,-0.032967,43,1.950405,120,0.080322,0,0.909091,0.994505,0.990476,0.847442,0.946349,364,10.9961,5488.19,51.45
Macmini2_20170608_DN51_c0_g1_i1,283,0.586572,-0.084337,0.179487,48,1.985965,94,0.063232,0,1.0,1.0,0.990476,0.977426,0.986825,283,3.0062,1929.85,18.09
Macmini2_20170608_DN12_c0_g1_i1,371,0.657682,-0.032787,0.086614,74,1.846516,123,0.079346,1,0,0.598383,0.809524,0.01,0.99689,371,1.91245,936.501,8.78
Macmini2_20170608_DN12_c0_g2_i1,371,0.657682,-0.032787,0.086614,75,1.871469,123,0.080322,6,0.0,0.938005,0.949451,0.01,0.97614,371,14.0873,6898.37,64.66
Macmini2_20170608_DN12_c0_g3_i1,371,0.657682,-0.040984,0.086614,74,1.847634,123,0.079834,0,0,0.0,1,0.01,0.997424,371,0.0,0.0,0.0
Macmini2_20170608_DN65_c0_g1_i1,302,0.57947,0.051429,0.133858,53,2.096124,100,0.067139,0,0.666667,0.798013,1,0.527218,0.990995,302,3.0062,1808.44,16.95
Macmini2_20170608_DN18_c0_g1_i1,378,0.589947,-0.049327,0.109677,43,1.310595,126,0.052734,0,0.416667,0.970899,0.87541,0.323112,0.912386,378,35.9645,17285.2,162.03
Macmini2_20170608_DN93_c0_g1_i1,691,0.649783,0.131403,-0.090909,153,2.134525,230,0.138428,0,0.8,0.905933,0.986466,0.637968,0.89234,691,9.99736,2628.45,24.64
Macmini2_20170608_DN11_c0_g1_i1,595,0.662185,0.035533,-0.144279,127,1.949561,197,0.116455,0,0.857143,0.964706,0.903448,0.709563,0.949817,595,17.864,5454.49,51.13
Macmini2_20170608_DN11_c0_g2_i1,587,0.657581,0.07772,-0.124378,130,2.061096,195,0.118652,0,0.8,0.916525,0.990476,0.722555,0.99493,587,3.76964,1166.69,10.94
Macmini2_20170608_DN52_c0_g1_i1,215,0.553488,-0.142857,-0.416667,37,2.293829,71,0.046143,0,0.5,0.823256,1,0.409392,0.994569,215,2.00746,1696.29,15.9
Macmini2_20170608_DN45_c0_g1_i1,266,0.454887,0.338843,0.268966,22,1.806173,73,0.059814,0,0.666667,0.921053,0.971429,0.593261,0.994585,266,3.0062,2053.19,19.25
Macmini2_20170608_DN49_c0_g1_i1,269,0.468401,0.253968,0.076923,27,1.9561,54,0.060547,0,1.0,1.0,1,0.99204,0.99204,269,3.0062,2030.29,19.03
Macmini2_20170608_DN13_c0_g1_i1,629,0.573927,-0.024931,-0.029851,86,1.661364,209,0.101807,0,0.783784,0.995231,0.968209,0.715603,0.947508,629,36.9633,10676.1,100.08
