contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage
Macmini1_rcorrtest_DN179_c0_g1_i1,235,0.340426,-0.3,0.367742,8,1.291209,50,0.047607,0,0.857143,1.0,0.934694,0.442628,0.552479,235,7.69843,5935.37,56.9
Macmini1_rcorrtest_DN199_c0_g1_i1,272,0.404412,-0.218182,-0.061728,18,1.69941,50,0.061279,0,1.0,1.0,0.975,0.964703,0.989439,272,4.00492,2667.71,25.58
Macmini1_rcorrtest_DN129_c0_g1_i1,224,0.59375,0.157895,0.230769,43,2.233766,74,0.048584,0,1.0,1.0,1,0.983227,0.983227,224,2.00745,1623.72,15.57
Macmini1_rcorrtest_DN172_c0_g1_i1,955,0.548691,0.10687,0.234339,144,2.026525,317,0.174072,0,0.894737,1.0,0.984556,0.875561,0.993918,955,18.9859,3601.98,34.53
Macmini1_rcorrtest_DN123_c0_g1_i1,228,0.552632,-0.031746,-0.098039,38,2.18512,76,0.051758,0,1.0,1.0,1,0.994569,0.994569,228,2.00745,1595.23,15.29
Macmini1_rcorrtest_DN149_c0_g1_i1,264,0.348485,0.021739,0.011628,15,1.87234,40,0.054688,0,1.0,1.0,0.995238,0.967052,0.971679,264,3.00619,2063.12,19.78
Macmini1_rcorrtest_DN150_c0_g1_i1,429,0.655012,-0.003559,0.202703,97,2.108055,143,0.087158,0,1.0,1.0,0.994643,0.965086,0.970284,429,7.99985,3378.61,32.39
Macmini1_rcorrtest_DN133_c0_g1_i1,396,0.537879,-0.107981,-0.103825,63,2.225513,131,0.090088,0,1.0,1.0,0.996429,0.983827,0.987353,396,4.00492,1832.36,17.57
Macmini1_rcorrtest_DN110_c0_g1_i1,305,0.563934,-0.081395,0.052632,42,1.743569,101,0.067139,0,1.0,1.0,1,0.978846,0.978846,305,5.00365,2972.36,28.5
Macmini1_rcorrtest_DN165_c0_g1_i1,221,0.488688,0.0,0.185841,23,1.743141,73,0.050293,0,0.5,1.0,1,0.498062,0.996123,221,2.00745,1645.76,15.78
Macmini1_rcorrtest_DN186_c0_g1_i1,230,0.517391,-0.344538,0.207207,23,1.695513,76,0.052002,0,0.666667,1.0,0.988571,0.642666,0.975144,230,3.00619,2368.11,22.7
Macmini1_rcorrtest_DN152_c0_g1_i1,225,0.577778,0.076923,-0.157895,37,1.982143,48,0.052246,0,1.0,1.0,1,0.992301,0.992301,225,2.00745,1616.5,15.5
Macmini1_rcorrtest_DN184_c0_g1_i1,216,0.62963,0.088235,-0.05,41,1.930253,72,0.049072,0,0.75,1.0,1,0.726332,0.968442,216,4.00492,3359.34,32.21
Macmini1_rcorrtest_DN117_c0_g1_i1,214,0.672897,0.152778,0.428571,46,1.944302,71,0.045654,0,1.0,1.0,0.990476,0.943421,0.952493,214,3.00619,2545.16,24.4
Macmini1_rcorrtest_DN195_c0_g1_i1,246,0.617886,0.026316,-0.191489,45,1.917879,81,0.057373,0,1.0,1.0,1,0.983716,0.983716,246,3.00619,2214.08,21.23
Macmini1_rcorrtest_DN154_c0_g1_i1,318,0.5,0.157233,0.169811,40,2.063595,105,0.074219,0,1.0,1.0,0.996429,0.985809,0.989342,318,4.00492,2281.81,21.88
Macmini1_rcorrtest_DN197_c0_g1_i1,247,0.574899,-0.028169,0.180952,35,1.716299,82,0.056152,0,0.75,1.0,0.967857,0.703809,0.969577,247,4.00492,2937.72,28.16
Macmini1_rcorrtest_DN141_c0_g1_i1,245,0.612245,0.186667,-0.136842,43,1.940505,81,0.053711,0,0.5,1.0,0.985714,0.467225,0.947993,245,4.00492,2961.7,28.39
Macmini1_rcorrtest_DN147_c0_g1_i1,251,0.38247,-0.125,-0.393548,24,2.656085,57,0.052002,0,1.0,1.0,0.985714,0.957921,0.971804,251,3.00619,2169.98,20.8
Macmini1_rcorrtest_DN144_c0_g1_i1,209,0.435407,-0.252747,-0.084746,29,3.127451,69,0.04541,0,0.666667,1.0,0.988571,0.641243,0.972984,209,3.00619,2606.05,24.98
Macmini1_rcorrtest_DN125_c0_g1_i1,337,0.590504,0.236181,0.202899,59,2.126979,112,0.073975,0,1.0,1.0,0.994643,0.962857,0.968043,337,7.99985,4300.96,41.23
Macmini1_rcorrtest_DN145_c0_g1_i1,277,0.559567,-0.290323,-0.081967,44,2.216,62,0.063232,0,1.0,1.0,0.9875,0.419407,0.424716,277,7.99985,5232.58,50.17
Macmini1_rcorrtest_DN109_c0_g1_i1,306,0.568627,0.091954,-0.060606,48,1.957095,101,0.069092,0,0.7,1.0,0.877311,0.580922,0.945945,306,9.99731,5919.37,56.75
Macmini1_rcorrtest_DN196_c0_g1_i1,270,0.655556,0.039548,-0.204301,57,1.968031,90,0.054932,0,1.0,0.862963,1,0.84114,0.974712,270,5.34356,3585.75,34.38
Macmini1_rcorrtest_DN193_c0_g1_i1,233,0.643777,0.013333,0.108434,51,2.112909,77,0.054199,0,1.0,1.0,0.995238,0.747715,0.751293,233,3.00619,2337.62,22.41
Macmini1_rcorrtest_DN168_c0_g1_i1,225,0.426667,-0.020833,0.007752,23,2.247069,59,0.053467,0,1.0,1.0,0.996429,0.929983,0.933316,225,4.00492,3224.96,30.92
Macmini1_rcorrtest_DN146_c0_g1_i1,460,0.563043,0.003861,0.223881,71,1.947525,152,0.102295,0,0.833333,1.0,0.994805,0.819828,0.988931,460,6.00238,2364.17,22.67
Macmini1_rcorrtest_DN121_c0_g1_i1,229,0.519651,-0.02521,-0.163636,29,1.877049,76,0.052002,0,0.666667,1.0,0.952381,0.616954,0.971703,229,3.00619,2378.45,22.8
Macmini1_rcorrtest_DN148_c0_g1_i1,343,0.562682,0.025907,0.253333,51,1.879755,114,0.07666,0,0.75,1.0,0.995918,0.739547,0.990104,343,4.00492,2115.5,20.28
Macmini1_rcorrtest_DN171_c0_g1_i1,470,0.623404,0.023891,0.220339,88,1.928205,156,0.096191,0,0.7,1.0,0.939683,0.642746,0.977147,470,9.99731,3853.89,36.95
Macmini1_rcorrtest_DN111_c0_g1_i1,364,0.667582,0.037037,0.041322,76,1.876543,121,0.081055,0,0.8,1.0,0.931429,0.735083,0.986499,364,5.00365,2490.57,23.88
Macmini1_rcorrtest_DN104_c0_g1_i1,294,0.602041,-0.050847,0.264957,56,2.107527,98,0.063232,0,0.75,1.0,0.987755,0.732444,0.988698,294,4.00492,2468.08,23.66
Macmini1_rcorrtest_DN113_c0_g1_i1,247,0.473684,0.111111,-0.015385,32,2.338462,57,0.056641,0,1.0,1.0,0.992857,0.970131,0.97711,247,6.00238,4402.92,42.21
Macmini1_rcorrtest_DN158_c0_g1_i1,238,0.55042,-0.236641,-0.028037,40,2.350617,78,0.05249,0,1.0,1.0,0.996429,0.914792,0.91807,238,4.00492,3048.81,29.23
Macmini1_rcorrtest_DN185_c0_g1_i1,218,0.550459,0.05,0.469388,28,1.699805,72,0.046387,0,1.0,1.0,1,0.990189,0.990189,218,2.00745,1668.41,16.0
Macmini1_rcorrtest_DN116_c0_g1_i1,348,0.25,-0.471264,0.241379,9,2.127717,40,0.063965,0,0.666667,1.0,0.987013,0.602669,0.915898,348,6.00238,3125.06,29.96
Macmini1_rcorrtest_DN106_c0_g1_i1,210,0.628571,-0.136364,0.0,50,2.45614,69,0.049072,0,1.0,1.0,0.942857,0.920222,0.975993,210,2.00745,1731.97,16.6
Macmini1_rcorrtest_DN182_c0_g1_i1,343,0.568513,-0.128205,0.027027,50,1.834225,114,0.075684,0,0.833333,1.0,0.979221,0.746641,0.914982,343,6.00238,3170.61,30.4
Macmini1_rcorrtest_DN126_c0_g1_i1,286,0.520979,0.275168,0.036496,54,3.010526,77,0.062988,1,0.666667,0.996503,0.965714,0.566984,0.88376,286,5.07347,3214.05,30.81
Macmini1_rcorrtest_DN166_c0_g1_i1,221,0.58371,0.007752,-0.26087,30,1.59375,73,0.048828,0,1.0,1.0,0.971429,0.928362,0.955666,221,4.00492,3283.33,31.48
Macmini1_rcorrtest_DN143_c0_g1_i1,246,0.626016,-0.155844,-0.086957,48,2.041141,82,0.051758,0,0.833333,1.0,0.981818,0.711042,0.869051,246,6.00238,4420.81,42.38
Macmini1_rcorrtest_DN127_c0_g1_i1,214,0.35514,-0.131579,-0.101449,21,3.167019,28,0.048584,0,1.0,1.0,1,0.92655,0.92655,214,2.00745,1699.59,16.29
Macmini1_rcorrtest_DN119_c0_g1_i1,208,0.625,0.015385,0.230769,39,1.920455,69,0.048584,0,0.333333,1.0,0.992857,0.325137,0.982429,208,3.00619,2618.58,25.1
Macmini1_rcorrtest_DN131_c0_g1_i1,208,0.355769,0.027027,-0.014925,15,2.280702,21,0.04126,0,1.0,0.985577,0.971429,0.928777,0.970085,208,3.00619,2618.58,25.1
Macmini1_rcorrtest_DN103_c0_g1_i1,212,0.570755,-0.008264,0.208791,38,2.201093,70,0.048584,0,1.0,1.0,1,0.992064,0.992064,212,2.00745,1715.63,16.45
Macmini1_rcorrtest_DN142_c0_g1_i1,310,0.519355,-0.192547,0.073826,41,2.036859,71,0.068115,0,1.0,1.0,1,0.989422,0.989422,310,3.00619,1756.98,16.84
Macmini1_rcorrtest_DN177_c0_g1_i1,496,0.59879,-0.198653,0.20603,78,1.826456,165,0.105469,0,1.0,1.0,0.977381,0.924323,0.945714,496,11.9948,4381.51,42.01
Macmini1_rcorrtest_DN162_c0_g1_i1,563,0.209591,-0.322034,0.01573,15,2.706731,27,0.092529,0,0.906977,1.0,0.987415,0.778819,0.869642,563,42.9555,13823.7,132.53
Macmini1_rcorrtest_DN138_c0_g1_i1,295,0.413559,0.278689,0.086705,21,1.80507,73,0.067383,0,1.0,0.888136,0.983333,0.799729,0.91572,295,6.5957,4050.91,38.84
Macmini1_rcorrtest_DN101_c0_g1_i1,412,0.550971,-0.171806,0.091892,60,1.977284,127,0.088623,0,0.909091,1.0,0.981633,0.441976,0.49527,412,21.9821,9666.86,92.68
Macmini1_rcorrtest_DN189_c0_g1_i1,323,0.513932,-0.024096,0.082803,34,1.595062,97,0.072754,0,0.5,1.0,0.965079,0.462901,0.959301,323,6.00238,3366.94,32.28
Macmini1_rcorrtest_DN137_c0_g1_i1,427,0.337237,0.458333,-0.123675,18,1.876923,39,0.092285,0,0.866667,1.0,0.961576,0.752086,0.902468,427,14.991,6360.86,60.98
Macmini1_rcorrtest_DN190_c0_g1_i1,273,0.648352,0.073446,0.166667,64,2.242875,91,0.05957,0,1.0,1.0,0.995238,0.980015,0.984704,273,3.00619,1995.11,19.13
Macmini1_rcorrtest_DN135_c0_g1_i1,221,0.452489,0.36,0.256198,20,2.03125,45,0.050537,0,0.75,1.0,0.975,0.676637,0.925315,221,4.00492,3283.33,31.48
Macmini1_rcorrtest_DN161_c0_g1_i1,485,0.527835,0.117188,0.039301,73,2.191039,92,0.109619,0,0.888889,1.0,0.969748,0.848717,0.984593,485,8.99858,3361.6,32.23
Macmini1_rcorrtest_DN134_c0_g1_i1,223,0.399103,0.078652,0.074627,19,2.152947,36,0.049561,0,1.0,1.0,0.990476,0.972644,0.981997,223,3.00619,2442.44,23.42
Macmini1_rcorrtest_DN112_c0_g1_i1,217,0.525346,0.122807,-0.378641,25,1.695313,50,0.049316,0,1.0,1.0,0.992857,0.981486,0.988547,217,2.00745,1676.1,16.07
Macmini1_rcorrtest_DN183_c0_g1_i1,212,0.641509,-0.029412,0.210526,53,2.432035,70,0.045898,0,1.0,1.0,1,0.991931,0.991931,212,2.00745,1715.63,16.45
Macmini1_rcorrtest_DN130_c0_g1_i1,653,0.57121,-0.072386,0.007143,107,2.019393,112,0.134033,0,0.846154,1.0,0.926857,0.746482,0.951826,653,12.9935,3605.18,34.56
Macmini1_rcorrtest_DN194_c0_g1_i1,208,0.548077,0.0,-0.170213,31,1.984611,69,0.047852,0,1.0,1.0,1,0.943039,0.943039,208,2.00745,1748.62,16.76
Macmini1_rcorrtest_DN156_c0_g1_i1,214,0.724299,0.083871,0.152542,66,2.368209,71,0.045654,0,1.0,1.0,1,0.93771,0.93771,214,2.00745,1699.59,16.29
Macmini1_rcorrtest_DN198_c0_g1_i1,249,0.666667,0.216867,0.012048,50,1.89642,83,0.054443,0,0.8,1.0,0.868571,0.642376,0.924472,249,5.00365,3640.84,34.9
Macmini1_rcorrtest_DN173_c0_g1_i1,226,0.513274,-0.137931,0.109091,28,1.917576,74,0.050781,0,1.0,1.0,1,0.982429,0.982429,226,2.00745,1609.35,15.43
Macmini1_rcorrtest_DN176_c0_g1_i1,224,0.598214,-0.074627,0.555556,24,1.204301,74,0.046387,0,1.0,1.0,0.921429,0.891835,0.967882,224,4.00492,3239.36,31.06
Macmini1_rcorrtest_DN170_c0_g1_i1,507,0.581854,0.071186,-0.122642,84,1.967477,168,0.106689,0,0.736842,1.0,0.919048,0.607554,0.897165,507,19.9846,7141.71,68.47
Macmini1_rcorrtest_DN191_c0_g1_i1,302,0.60596,-0.005464,0.07563,60,2.164357,100,0.068115,0,1.0,1.0,0.988571,0.969263,0.980469,302,5.00365,3001.88,28.78
Macmini1_rcorrtest_DN105_c0_g1_i1,201,0.412935,0.228916,-0.067797,18,2.216912,49,0.045898,0,1.0,1.0,0.995238,0.964898,0.969515,201,3.00619,2709.78,25.98
Macmini1_rcorrtest_DN139_c0_g1_i1,246,0.658537,-0.024691,0.142857,61,2.288547,82,0.054443,0,1.0,1.0,1,0.98494,0.98494,246,3.00619,2214.08,21.23
Macmini1_rcorrtest_DN178_c0_g1_i1,209,0.583732,0.098361,0.563218,41,2.325373,69,0.037109,0,0.333333,1.0,0.935714,0.305886,0.980703,209,3.00619,2606.05,24.98
Macmini1_rcorrtest_DN157_c0_g1_i1,231,0.489177,-0.044248,-0.050847,35,2.537665,76,0.052734,0,0.75,1.0,0.963265,0.662543,0.91708,231,4.00492,3141.2,30.11
Macmini1_rcorrtest_DN136_c0_g1_i1,378,0.507937,0.020833,-0.11828,54,2.215805,125,0.084229,0,1.0,0.891534,0.988571,0.862007,0.978059,378,5.2753,2528.53,24.24
Macmini1_rcorrtest_DN174_c0_g1_i1,824,0.565534,0.042918,-0.145251,143,2.174463,243,0.171387,0,0.933333,1.0,0.970476,0.891531,0.984271,824,14.991,3296.22,31.6
Macmini1_rcorrtest_DN102_c0_g1_i1,211,0.454976,0.083333,0.269565,18,1.659965,44,0.048584,0,1.0,1.0,1,0.99284,0.99284,211,2.00745,1723.76,16.53
Macmini1_rcorrtest_DN164_c0_g1_i1,379,0.670185,-0.007874,-0.168,88,2.067956,126,0.082031,0,1.0,1.0,0.993651,0.938612,0.944609,379,8.99858,4301.78,41.24
Macmini1_rcorrtest_DN155_c0_g1_i1,204,0.705882,0.027778,0.066667,53,2.087259,68,0.043945,0,1.0,1.0,1,0.728515,0.728515,204,2.00745,1782.91,17.09
Macmini1_rcorrtest_DN175_c0_g1_i1,211,0.611374,-0.100775,0.219512,39,1.9983,70,0.046631,0,1.0,1.0,1,0.984087,0.984087,211,2.00745,1723.76,16.53
Macmini1_rcorrtest_DN192_c0_g1_i1,206,0.572816,0.084746,0.272727,35,2.086227,68,0.049072,0,1.0,1.0,1,0.989454,0.989454,206,2.00745,1765.6,16.93
Macmini1_rcorrtest_DN163_c0_g1_i1,230,0.569565,0.114504,0.292929,36,1.955598,76,0.049561,0,1.0,1.0,0.952381,0.924527,0.970753,230,3.00619,2368.11,22.7
Macmini1_rcorrtest_DN118_c0_g1_i1,306,0.601307,0.0,0.245902,59,2.133034,102,0.066895,0,0.4,1.0,0.97551,0.379741,0.973185,306,5.00365,2962.64,28.4
Macmini1_rcorrtest_DN181_c0_g1_i1,407,0.415233,-0.147929,-0.268908,35,2.039662,112,0.088135,0,1.0,1.0,0.985714,0.970058,0.984117,407,4.00492,1782.84,17.09
Macmini1_rcorrtest_DN160_c0_g1_i1,220,0.586364,0.03876,-0.164835,38,2.012518,73,0.049805,0,1.0,1.0,1,0.98685,0.98685,220,2.00745,1653.24,15.85
Macmini1_rcorrtest_DN122_c0_g1_i1,214,0.537383,0.06087,0.313131,31,2.013965,71,0.048828,0,1.0,1.0,0.992857,0.98279,0.989861,214,2.00745,1699.59,16.29
Macmini1_rcorrtest_DN153_c0_g1_i1,279,0.645161,0.133333,-0.151515,62,2.174208,93,0.054932,0,1.0,1.0,0.978571,0.960973,0.982017,279,4.00492,2600.78,24.93
Macmini1_rcorrtest_DN98_c0_g1_i1,243,0.44856,0.119266,0.179104,25,2.074795,80,0.055908,1,0.777778,1.0,0.984874,0.695207,0.907565,243,8.72693,6506.82,62.38
Macmini1_rcorrtest_DN39_c0_g1_i1,227,0.594714,0.17037,0.086957,35,1.795886,75,0.051758,0,1.0,1.0,1,0.984548,0.984548,227,2.00745,1602.26,15.36
Macmini1_rcorrtest_DN10_c0_g1_i1,307,0.491857,0.112583,0.205128,29,1.581912,102,0.067871,0,1.0,1.0,0.971429,0.951298,0.979277,307,5.00365,2952.99,28.31
Macmini1_rcorrtest_DN22_c0_g1_i1,671,0.584203,0.035714,-0.010753,92,1.608987,223,0.101563,0,0.925926,0.931446,0.966234,0.728554,0.87427,671,28.9732,7823.26,75.0
Macmini1_rcorrtest_DN47_c0_g1_i1,245,0.530612,0.107692,-0.252174,30,1.760057,81,0.053955,0,1.0,1.0,0.995238,0.981228,0.985923,245,3.00619,2223.12,21.31
Macmini1_rcorrtest_DN92_c0_g1_i1,266,0.601504,-0.1,-0.018868,54,2.267045,43,0.056885,0,1.0,1.0,0.92967,0.857369,0.922229,266,6.72322,4579.41,43.9
Macmini1_rcorrtest_DN68_c0_g1_i1,218,0.59633,-0.015385,0.090909,35,1.806345,72,0.048828,0,1.0,1.0,1,0.824524,0.824524,218,3.00619,2498.46,23.95
Macmini1_rcorrtest_DN34_c0_g1_i1,286,0.597902,0.017544,0.095652,57,2.230706,94,0.06543,0,0.75,1.0,0.873469,0.545409,0.832556,286,4.4132,2795.77,26.8
Macmini1_rcorrtest_DN76_c0_g1_i1,224,0.772321,0.144509,-0.372549,64,1.956866,74,0.043457,0,0.666667,1.0,0.985714,0.620757,0.944631,224,3.00619,2431.54,23.31
Macmini1_rcorrtest_DN73_c0_g1_i1,255,0.384314,0.061224,0.082803,18,1.918896,67,0.05542,0,1.0,1.0,0.971429,0.865199,0.890646,255,4.00492,2845.56,27.28
Macmini1_rcorrtest_DN89_c0_g1_i1,333,0.591592,0.035533,0.117647,53,1.821362,111,0.075684,0,0.75,1.0,0.953061,0.589958,0.825352,333,7.99985,4352.62,41.73
Macmini1_rcorrtest_DN79_c0_g1_i1,204,0.465686,0.221053,0.027523,30,2.851817,14,0.047363,0,0.5,1.0,0.992857,0.395523,0.796737,204,2.00745,1782.91,17.09
Macmini1_rcorrtest_DN28_c0_g1_i1,520,0.546154,0.077465,-0.008475,76,1.971761,129,0.113281,9,0.583333,0.971154,0.959582,0.502158,0.923747,520,34.001,11846.8,113.58
Macmini1_rcorrtest_DN28_c0_g1_i2,445,0.575281,0.054688,-0.037037,71,1.93419,140,0.09668,23,0.115385,0.98427,0.949714,0.098554,0.91373,445,39.9252,16255.5,155.84
Macmini1_rcorrtest_DN28_c0_g1_i3,532,0.537594,0.06993,-0.01626,77,2.013072,133,0.117188,1,0,0.18985,1,0.01,0.997424,532,0.0,0.0,0.0
Macmini1_rcorrtest_DN57_c0_g1_i1,437,0.620137,-0.00369,0.26506,71,1.689924,145,0.090332,0,1.0,0.983982,0.988095,0.94435,0.971286,437,6.60986,2740.46,26.27
Macmini1_rcorrtest_DN72_c0_g1_i1,209,0.555024,-0.068966,-0.075269,31,1.935185,69,0.04834,0,1.0,1.0,0.992857,0.965499,0.972445,209,2.00745,1740.25,16.68
Macmini1_rcorrtest_DN77_c0_g1_i1,264,0.371212,0.22449,0.120482,16,1.852632,51,0.059082,0,1.0,1.0,0.967857,0.926177,0.956936,264,4.00492,2748.55,26.35
Macmini1_rcorrtest_DN2_c0_g1_i1,851,0.513514,0.038902,-0.014493,104,1.856597,158,0.17749,0,0.944444,1.0,0.987755,0.808477,0.866647,851,17.9872,3829.54,36.71
Macmini1_rcorrtest_DN25_c0_g1_i1,438,0.582192,-0.011765,-0.15847,53,1.428202,146,0.058838,10,0.090909,0.826484,0.828571,0.050689,0.81422,438,21.9821,9093.03,87.18
Macmini1_rcorrtest_DN25_c0_g1_i2,666,0.581081,0.002584,-0.146953,78,1.387426,222,0.063477,1,0,0.247748,0.828571,0.01,0.997311,666,0.0,0.0,0.0
Macmini1_rcorrtest_DN84_c0_g1_i1,232,0.267241,0.548387,-0.176471,6,2.071429,76,0.046143,0,0.666667,1.0,0.994286,0.502892,0.758673,232,3.00619,2347.69,22.51
Macmini1_rcorrtest_DN23_c0_g1_i1,490,0.502041,0.0,0.04918,66,2.137616,118,0.106689,0,1.0,1.0,0.979121,0.913697,0.933181,490,26.9224,9954.78,95.44
Macmini1_rcorrtest_DN23_c1_g1_i1,1141,0.585451,0.04491,0.120507,182,1.865267,355,0.215088,2,0.871429,1.0,0.966215,0.747025,0.887216,1141,68.9759,10952.8,105.01
Macmini1_rcorrtest_DN83_c0_g1_i1,209,0.578947,-0.173554,-0.068182,35,2.060563,69,0.047119,0,1.0,1.0,0.961905,0.91026,0.94631,209,3.00619,2606.05,24.98
Macmini1_rcorrtest_DN41_c0_g1_i1,232,0.577586,0.074627,-0.061224,38,1.97491,63,0.052979,0,0.333333,1.0,0.898413,0.271286,0.905885,232,6.00238,4687.59,44.94
Macmini1_rcorrtest_DN82_c0_g1_i1,338,0.662722,-0.125,-0.140351,85,2.326693,112,0.066162,0,0.875,1.0,0.914286,0.717503,0.896878,338,7.99985,4288.24,41.11
Macmini1_rcorrtest_DN4_c0_g1_i1,295,0.528814,0.038462,-0.064748,43,2.088066,28,0.067871,0,0.6,1.0,1,0.575201,0.958669,295,5.00365,3073.11,29.46
Macmini1_rcorrtest_DN66_c0_g1_i1,210,0.366667,0.480519,-0.052632,8,1.473684,54,0.043457,0,0.8,1.0,0.952381,0.607614,0.797493,210,5.00365,4316.99,41.39
Macmini1_rcorrtest_DN59_c0_g1_i1,302,0.615894,0.053763,-0.12069,53,1.855983,100,0.067627,0,1.0,1.0,0.957143,0.93169,0.973407,302,3.00619,1803.53,17.29
Macmini1_rcorrtest_DN26_c0_g1_i1,1249,0.590873,-0.067751,0.060665,208,1.916775,315,0.231445,0,0.847826,1.0,0.945683,0.504968,0.629813,1249,46.7037,6774.89,64.95
Macmini1_rcorrtest_DN74_c0_g1_i1,226,0.331858,0.173333,-0.245033,14,2.319648,43,0.048584,0,1.0,1.0,0.992857,0.981486,0.988547,226,2.00745,1609.35,15.43
Macmini1_rcorrtest_DN50_c0_g1_i1,227,0.638767,-0.158621,-0.02439,53,2.34797,75,0.051758,0,1.0,1.0,0.980952,0.971629,0.990496,227,3.00619,2399.4,23.0
Macmini1_rcorrtest_DN81_c0_g1_i1,214,0.420561,-0.422222,-0.274194,18,2.314904,71,0.04834,0,1.0,1.0,0.971429,0.959668,0.987893,214,3.00619,2545.16,24.4
Macmini1_rcorrtest_DN32_c0_g1_i1,220,0.654545,0.097222,-0.184211,47,2.013632,73,0.04834,0,1.0,1.0,1,0.993877,0.993877,220,2.00745,1653.24,15.85
Macmini1_rcorrtest_DN35_c0_g1_i1,322,0.456522,0.210884,-0.097143,35,2.183262,51,0.07373,0,1.0,0.947205,0.994286,0.916699,0.973355,322,5.50196,3095.82,29.68
Macmini1_rcorrtest_DN69_c0_g1_i1,338,0.630178,0.042254,0.28,74,2.20915,112,0.067383,1,0.8,1.0,0.990476,0.761308,0.960786,338,4.10086,2198.22,21.07
Macmini1_rcorrtest_DN62_c0_g1_i1,258,0.527132,-0.073529,0.229508,39,2.187867,70,0.056396,0,0.375,1.0,0.453782,0.029342,0.17243,258,13.206,9273.95,88.91
Macmini1_rcorrtest_DN62_c1_g1_i1,232,0.538793,-0.088,-0.065421,30,1.795666,60,0.051025,0,1.0,0.939655,0.990476,0.903976,0.97128,232,3.00619,2347.69,22.51
Macmini1_rcorrtest_DN51_c0_g1_i1,233,0.618026,-0.097222,0.325843,62,2.813242,77,0.050781,0,0.5,1.0,0.917857,0.439515,0.957699,233,4.00492,3114.23,29.86
Macmini1_rcorrtest_DN12_c0_g1_i1,917,0.549618,-0.031746,-0.118644,131,1.893553,305,0.175293,0,0.972222,1.0,0.98373,0.899298,0.940291,917,35.9644,7105.86,68.12
